Tokenizing,Stemming
"['bayar', 'lebih', 'cepat', 'dari', 'waktu', 'limit', 'tidak', 'naik', 'malah', 'tidak', 'bisa', 'ambil', 'kembali', 'harus', 'menunggu', 'bulan', 'kedepan', 'dengan', 'alasan', 'keamanan', 'lagi', 'ribet']",bayar lebih cepat dari waktu limit tidak naik malah tidak bisa ambil kembali harus tunggu bulan depan dengan alas aman lagi ribet
"['simpel', '&', 'mudah', 'sangat', 'bermanfaat', 'ga', 'prlu', 'ribet', 'untuk', 'melakukan', 'transaksi', 'online', 'bs', 'juga', 'klo', 'kita', 'lg', 'butuh', 'uang', 'kepepet', 'tinggal', 'pilih', 'mo', 'brpa', 'bulan', 'smoga', 'kredivo', 'tambah', 'sukses', 'lg', 'tambah', 'berkembang', 'smoga', 'kredivo', 'tambah', 'maju', 'dan', 'bmyk', 'diminati', 'masyarakat', 'indonesia', 'klo', 'bs', 'bunga', 'diperkecil', 'biar', 'terjangkau', 'rakyat', 'kecil']",simpel  mudah sangat manfaat ga prlu ribet untuk laku transaksi online bs juga klo kita lg butuh uang pepet tinggal pilih mo brpa bulan smoga kredivo tambah sukses lg tambah kembang smoga kredivo tambah maju dan bmyk mati masyarakat indonesia klo bs bunga kecil biar jangkau rakyat kecil
"['aplikasinya', 'mudah', 'digunakan', 'dan', 'membantu', 'tenor', 'dan', 'bunganya', 'juga', 'bersaing', 'dgn', 'aplikasi', 'lain', 'transaksi', 'dgn', 'qris', 'juga', 'mudah', 'tanpa', 'perlu', 'isi', 'saldo', 'tapi', 'sayangnya', 'limit', 'kreditnya', 'di', 'bagi', 'bagi', 'spt', 'kuota', 'data', 'jadi', 'agak', 'bingung', 'dan', 'untuk', 'naik', 'limit', 'sangat', 'susah']",aplikasi mudah guna dan bantu tenor dan bunga juga saing dgn aplikasi lain transaksi dgn qris juga mudah tanpa perlu isi saldo tapi sayang limit kredit di bagi bagi spt kuota data jadi agak bingung dan untuk naik limit sangat susah
"['di', 'blokir', 'permanen', 'bos', 'dengan', 'alasan', 'isu', 'keamanan', 'tidak', 'pernah', 'telat', 'pembayaran', 'makin', 'aneh', 'saja', 'app', 'ini']",di blokir permanen bos dengan alas isu aman tidak pernah telat bayar makin aneh saja app ini
"['aneh', 'banget', 'bayar', 'selalu', 'tepat', 'waktu', 'bahkan', 'beberapa', 'sebelum', 'jatuh', 'tempo', 'habis', 'itu', 'malah', 'gak', 'bisa', 'pengajuan', 'lagi', 'sekarang', 'kok', 'gini', 'ya', 'gak', 'kyak', 'dulu', 'tiap', 'lancar', 'bayar', 'bisa', 'ambil', 'lagi', 'sekarang', 'lancarpun', 'gak', 'jaminan', 'bisa', 'ambil', 'pinjaman']",aneh banget bayar selalu tepat waktu bahkan beberapa belum jatuh tempo habis itu malah gak bisa aju lagi sekarang kok gin ya gak kyak dulu tiap lancar bayar bisa ambil lagi sekarang lancar gak jamin bisa ambil pinjam
"['membantu', 'sekali']",bantu sekali
"['akun', 'saya', 'tiba', 'tiba', 'tidak', 'bisa', 'bertransaksi', 'karena', 'alasan', 'ada', 'yg', 'jatuh', 'tempo', 'tapi', 'semua', 'sudah', 'di', 'bayar', 'jauh', 'sebelum', 'tgl', 'jatuh', 'tempo', 'customer', 'service', 'pun', 'tidak', 'memberikan', 'solusi']",akun saya tiba tiba tidak bisa transaksi karena alas ada yg jatuh tempo tapi semua sudah di bayar jauh belum tgl jatuh tempo customer service pun tidak beri solusi
"['dulu', 'sih', 'bagus', 'makin', 'kesini', 'makin', 'tipe', 'akun', 'gw', 'premium', 'dan', 'sdh', 'pakai', 'bertahun', 'tanpa', 'pernah', 'telat', 'bayar', 'pun', 'tp', 'mau', 'belanja', 'online', 'tidak', 'bisa', 'krn', 'dibilang', 'belum', 'memenuhi', 'kriteria', 'score', 'khan', 'kocak']",dulu sih bagus makin kesini makin tipe akun gw premium dan sdh pakai tahun tanpa pernah telat bayar pun tp mau belanja online tidak bisa krn bilang belum penuh kriteria score khan kocak
"['saya', 'sdh', 'thn', 'lbh', 'di', 'aplikasi', 'ini', 'dan', 'tdk', 'pernah', 'mengalami', 'kesulitan', 'disaat', 'mau', 'mengajukan', 'pinjaman', 'aplikasi', 'yg', 'sgt', 'membantu', 'bg', 'sy', 'di', 'saat', 'membutuhkan', 'trimakasi', 'kredivo', 'atas', 'pelayananx']",saya sdh thn lbh di aplikasi ini dan tdk pernah alami sulit saat mau aju pinjam aplikasi yg sgt bantu bg sy di saat butuh trimakasi kredivo atas pelayananx
"['semoga', 'di', 'acc']",moga di acc
"['sangat', 'puas']",sangat puas
"['aplikasi', 'tidak', 'berguna', 'sama', 'sekali', 'hati', 'klo', 'mengajukan', 'pinjaman', 'di', 'sini']",aplikasi tidak guna sama sekali hati klo aju pinjam di sini
"['sudah', 'kesekian', 'kali', 'mencoba', 'upgrade', 'akun', 'tapi', 'selalu', 'tidak', 'diterima', 'jawabannya', 'hanya', 'jangan', 'khawatir', 'tunggu', 'bulan', 'kedepan', 'untuk', 'upgrade', 'sudah', 'ditolak', 'untuk', 'upgrade', 'padahal', 'selalu', 'belanja', 'lewat', 'kredivo', 'dan', 'pembayaran', 'selalu', 'tepat', 'waktu']",sudah sekian kali coba upgrade akun tapi selalu tidak terima jawab hanya jangan khawatir tunggu bulan depan untuk upgrade sudah tolak untuk upgrade padahal selalu belanja lewat kredivo dan bayar selalu tepat waktu
"['aplikasi', 'yang', 'sangat', 'bagus', 'suku', 'bunga', 'yang', 'rendah', 'cuman', 'limit', 'nya', 'masih', 'tetep', 'ga', 'naik', 'naik', 'padahal', 'transaksi', 'sering', 'dan', 'pembayaran', 'pun', 'tidak', 'pernah', 'telat']",aplikasi yang sangat bagus suku bunga yang rendah cuman limit nya masih tetep ga naik naik padahal transaksi sering dan bayar pun tidak pernah telat
"['sempet', 'bingung', 'karna', 'kebutuhan', 'untuk', 'sehari', 'dan', 'suami', 'kerja', 'lagi', 'gk', 'baik', 'mencoba', 'kredivo', 'ternyata', 'daftarnya', 'mudah', 'dan', 'proses', 'pinjaman', 'juga', 'cepat']",sempet bingung karna butuh untuk hari dan suami kerja lagi gk baik coba kredivo nyata daftar mudah dan proses pinjam juga cepat
"['ada', 'saat', 'kita', 'butuh', 'terbaik']",ada saat kita butuh baik
"['udah', 'bagus', 'dan', 'oke', 'lah', 'tapi', 'pengajuan', 'pinjaman', 'tunainya', 'harus', 'kelipatan', 'rb', 'ya', 'semoga', 'bisa', 'di', 'buat', 'sesuai', 'keinginan', 'konsumen', 'bagus', 'ideku', 'ternyataa', 'di', 'wujudkan', 'hoho', 'makin', 'bagus', 'suka', 'dehh']",udah bagus dan oke lah tapi aju pinjam tunai harus kelipat rb ya moga bisa di buat sesuai ingin konsumen bagus ide ternyataa di wujud hoho makin bagus suka dehh
"['kenapa', 'pembelian', 'saya', 'dengan', 'kredivo', 'tidak', 'di', 'setujui', 'skrg', 'ribet', 'dan', 'susah', 'menggunakan', 'ktedivo', 'tidak', 'seperti', 'dulu', 'yang', 'mudah', 'dan', 'cepat', 'penggunaannya', 'transaksi', 'pembelian', 'selalu', 'tidak', 'bisa', 'jadi', 'ribet', 'deh']",kenapa beli saya dengan kredivo tidak di tuju skrg ribet dan susah guna ktedivo tidak seperti dulu yang mudah dan cepat guna transaksi beli selalu tidak bisa jadi ribet deh
"['kenapa', 'sekarang', 'transaksi', 'susah', 'sekali', 'dari', 'nominal', 'kecil', 'sampai', 'besar', 'semua', 'transaksi', 'tidak', 'sah', 'atau', 'melanggar', 'ketentuan', 'padahal', 'transaksi', 'seperti', 'biasanya', 'dan', 'kredit', 'saya', 'lancar', 'minta', 'tolong', 'diperbaiki', 'segera', 'karena', 'sudah', 'bbrp', 'kali', 'saya', 'harus', 'beli', 'barang', 'yg', 'penting', 'terlewatkan', 'krn', 'transaksi', 'tidak', 'sah', 'terimakasih']",kenapa sekarang transaksi susah sekali dari nominal kecil sampai besar semua transaksi tidak sah atau langgar tentu padahal transaksi seperti biasa dan kredit saya lancar minta tolong baik segera karena sudah bbrp kali saya harus beli barang yg penting lewat krn transaksi tidak sah terimakasih
"['padahal', 'pembayaran', 'hari', 'sebelum', 'jatuh', 'tempo', 'sudah', 'saya', 'lunasi', 'tapi', 'akun', 'saya', 'malah', 'di', 'kunci', 'dan', 'ga', 'bisa', 'transaksi', 'lagi', 'seharusnya', 'pembayaran', 'lancar', 'penggunaan', 'juga', 'lancar']",padahal bayar hari belum jatuh tempo sudah saya lunas tapi akun saya malah di kunci dan ga bisa transaksi lagi harus bayar lancar guna juga lancar
"['saya', 'edit', 'saya', 'kecewa', 'saya', 'hampir', 'tahun', 'pakai', 'kredivo', 'limit', 'udah', 'juta', 'baru', 'saya', 'lunasin', 'pembayaran', 'juta', 'saya', 'pakai', 'langsung', 'kena', 'blokir', 'permanent', 'padahal', 'ga', 'pernah', 'nunggak']",saya edit saya kecewa saya hampir tahun pakai kredivo limit udah juta baru saya lunasin bayar juta saya pakai langsung kena blokir permanent padahal ga pernah nunggak
"['kemaren', 'ada', 'update', 'kenaikan', 'limited', 'ketika', 'di', 'klik', 'tidak', 'bisa', 'bisa', 'sedangkan', 'pembayaran', 'saya', 'tidak', 'pernah', 'telat', 'dan', 'tolong', 'ketika', 'ada', 'kenaikan', 'limited', 'tidak', 'perlu', 'pakai', 'lampiri', 'npwp', 'dll', 'karena', 'kenaikan', 'limited', 'awal', 'sudah', 'di', 'lampiri', 'seharusnya', 'tinggal', 'tarik', 'data', 'aja', 'dari', 'pihak', 'kredivonya', 'biar', 'lebih', 'permudah', 'dan', 'saya', 'senang', 'makai', 'kredivo', 'bunganya', 'sangat', 'kecil', 'timbang', 'pinjol', 'lainnya']",kemaren ada update naik limited ketika di klik tidak bisa bisa sedang bayar saya tidak pernah telat dan tolong ketika ada naik limited tidak perlu pakai lampir npwp dll karena naik limited awal sudah di lampir harus tinggal tarik data aja dari pihak kredivonya biar lebih mudah dan saya senang maka kredivo bunga sangat kecil timbang pinjol lain
"['kenapa', 'sih', 'naik', 'limitnya', 'mesti', 'harus', 'lunas', 'dulu', 'cicilannya', 'padahal', 'selalu', 'bayar', 'lebih', 'cepat', 'dari', 'waktu', 'cicilan', 'yg', 'tertera', 'ayo', 'dong', 'kredivo', 'agak', 'fleksibel', 'napa', 'sih', 'biar', 'semakin', 'enak', 'nih', 'pakai', 'app', 'nya', 'akun', 'saya', 'lama', 'pny', 'loh', 'tp', 'limit', 'tidak', 'naik']",kenapa sih naik limit mesti harus lunas dulu cicil padahal selalu bayar lebih cepat dari waktu cicil yg tera ayo dong kredivo agak fleksibel napa sih biar makin enak nih pakai app nya akun saya lama pny loh tp limit tidak naik
"['sangat', 'puas']",sangat puas
"['tagihan', 'sudah', 'di', 'lunasi', 'tapi', 'akun', 'masih', 'di', 'tangguhkan', 'permanen', 'gimana', 'sih', 'ini']",tagih sudah di lunas tapi akun masih di tangguh permanen gimana sih ini
"['sebelum', 'nya', 'saya', 'terkendala', 'transaksi', 'yg', 'selalu', 'gagal', 'tapi', 'sekarang', 'udah', 'bisa', 'melakukan', 'top', 'up', 'pinjaman', 'hanya', 'saja', 'terkadang', 'belum', 'sampai', 'limit', 'ny', 'habis', 'sudah', 'tidak', 'di', 'izinkan', 'lagi', 'melakukan', 'pinjaman']",belum nya saya kendala transaksi yg selalu gagal tapi sekarang udah bisa laku top up pinjam hanya saja terkadang belum sampai limit ny habis sudah tidak di izin lagi laku pinjam
"['terimakasih', 'kredivo', 'sudah', 'banyak', 'membantu', 'sekarang', 'beli', 'pulsa', 'udah', 'dan', 'cepat', 'cicilan', 'dan', 'limit', 'pinjaman', 'bs', 'sampai', 'bulan', 'smoga', 'kedepannya', 'limit', 'pinjman', 'bs', 'sampai', 'bulan', 'smoga', 'lancar', 'ke', 'depannya', 'dan', 'mempunyai', 'banyak', 'fitur', 'baru', 'terimakasih']",terimakasih kredivo sudah banyak bantu sekarang beli pulsa udah dan cepat cicil dan limit pinjam bs sampai bulan smoga depan limit pinjman bs sampai bulan smoga lancar ke depan dan punya banyak fitur baru terimakasih
"['sudah', 'coba', 'daftar', 'berkali', 'kali', 'tapi', 'tidak', 'pernah', 'di', 'acc', 'sudah', 'sesuai', 'semua', 'data', 'tapi', 'langsung', 'penolakan', 'padahal', 'belum', 'pernah', 'pinjol', 'parah', 'gila']",sudah coba daftar kali kali tapi tidak pernah di acc sudah sesuai semua data tapi langsung tolak padahal belum pernah pinjol parah gila
"['sumpah', 'nyesel', 'bgt', 'jaga', 'kredit', 'score', 'bagus', 'ga', 'pernah', 'telat', 'sama', 'sekali', 'giliran', 'lunas', 'diajukan', 'lagi', 'ga', 'bisa', 'dengan', 'alesan', 'bla', 'bla', 'malah', 'diblokir', 'sampe', 'bulan', 'limit', 'ku']",sumpah nyesel bgt jaga kredit score bagus ga pernah telat sama sekali gilir lunas aju lagi ga bisa dengan alesan bla bla malah blokir sampe bulan limit ku
"['saya', 'pengguna', 'kredivo', 'sejak', 'lama', 'tdk', 'pernah', 'ada', 'masalah', 'kecuali', 'bulan', 'november', 'ini', 'ada', 'keterlambatan', 'pembayaran', 'tolong', 'dikondisikan', 'lagi', 'untuk', 'dc', 'nya', 'tidak', 'usah', 'wa', 'dg', 'bahasa', 'yg', 'tidak', 'enak', 'saya', 'tahu', 'lewajiban', 'saya', 'saya', 'sudah', 'sampaikan', 'akan', 'byr', 'awal', 'bulan', 'desember', 'tapi', 'dc', 'nya', 'kaya', 'macam', 'aplikasi', 'ilagal', 'saja', 'bahasanya']",saya guna kredivo sejak lama tdk pernah ada masalah kecuali bulan november ini ada lambat bayar tolong kondisi lagi untuk dc nya tidak usah wa dg bahasa yg tidak enak saya tahu lewajiban saya saya sudah sampai akan byr awal bulan desember tapi dc nya kaya macam aplikasi ilagal saja bahasa
"['sangat', 'baik']",sangat baik
"['sangat', 'amat', 'kecewa', 'saya', 'pengguna', 'lama', 'sejak', 'perhari', 'ini', 'flexi', 'saya', 'ditutup', 'sebelumnya', 'kredit', 'score', 'saya', 'juga', 'berturut', 'turut', 'turun', 'padahal', 'ga', 'pernah', 'ada', 'keterlambatan', 'dimanapun', 'ketika', 'tagihan', 'lunas', 'saya', 'tidak', 'mau', 'lagi', 'pakai', 'kredivo', 'anda', 'kehilangan', 'customer', 'loyal', 'anda', 'thx']",sangat amat kecewa saya guna lama sejak hari ini flexi saya tutup belum kredit score saya juga turut turut turun padahal ga pernah ada lambat mana ketika tagih lunas saya tidak mau lagi pakai kredivo anda hilang customer loyal anda thx
"['ringkas', 'no', 'ribet', 'ribet']",ringkas no ribet ribet
"['sarang', 'premanisme']",sarang preman
"['mau', 'tanya', 'kenapq', 'yah', 'akun', 'saya', 'tidak', 'bisa', 'pakai', 'dengan', 'alasan', 'keamanan', 'transaksi', 'padahal', 'sudah', 'lunas', 'hanya', 'karna', 'awal', 'nya', 'scoe', 'turun', 'jadi', 'gara', 'gara', 'telat', 'minggu', 'ketika', 'sudah', 'lunasi', 'malah', 'ga', 'bisa', 'pakai', 'udh', 'hampir', 'sebulan']",mau tanya kenapq yah akun saya tidak bisa pakai dengan alas aman transaksi padahal sudah lunas hanya karna awal nya scoe turun jadi gara gara telat minggu ketika sudah lunas malah ga bisa pakai udh hampir bulan
"['sangat', 'membantu', 'sekali']",sangat bantu sekali
"['sudah', 'beberapa', 'bulan', 'pakai', 'kredivo', 'malah', 'gak', 'bisa', 'transaksi', 'gak', 'berguna', 'selalu', 'tidak', 'disetujui', 'dari', 'transaksi', 'kecil', 'samai', 'besar', 'padahal', 'limit', 'aktif', 'dan', 'tersedia', 'terimakasih', 'aja', 'dah']",sudah beberapa bulan pakai kredivo malah gak bisa transaksi gak guna selalu tidak tuju dari transaksi kecil sama besar padahal limit aktif dan sedia terimakasih aja dah
"['semoga', 'kredivo', 'menjadi', 'amanah', 'terus', 'dan', 'semoga', 'menjadi', 'terbaik', 'dalam', 'pinjaman', 'untuk', 'transaksi', 'mudah', 'dan', 'cepat', 'semoga', 'kredivo', 'selalu', 'amanah']",moga kredivo jadi amanah terus dan moga jadi baik dalam pinjam untuk transaksi mudah dan cepat moga kredivo selalu amanah
"['abis', 'update', 'loading', 'lama', 'banget', 'trus', 'pembayaran', 'pinjaman', 'ga', 'muncul', 'gimana', 'dong', 'udah', 'deket', 'mau', 'pembayaran', 'lagi', 'jangan', 'sampai', 'kena', 'denda', 'gara', 'ga', 'bisa', 'kebuka', 'yah', 'aplikasinya']",abis update loading lama banget trus bayar pinjam ga muncul gimana dong udah deket mau bayar lagi jangan sampai kena denda gara ga bisa buka yah aplikasi
"['emang', 'kredivo', 'gk', 'jelas', 'uda', 'bayar', 'tepat', 'waktu', 'tiba', 'tiba', 'gk', 'bisa', 'transaksi', 'kan', 'lucu', 'kecuali', 'pernah', 'telat', 'ya', 'wajar', 'nyesal', 'gua', 'make', 'apk', 'kredivo', 'gk', 'jelas']",emang kredivo gk jelas uda bayar tepat waktu tiba tiba gk bisa transaksi kan lucu kecuali pernah telat ya wajar nyesal gua make apk kredivo gk jelas
"['baru', 'pertama', 'kali', 'saya', 'di', 'telpon', 'terus', 'sama', 'kredivo', 'padahal', 'jatuh', 'tempo', 'tinggal', 'beberapa', 'jam', 'lagi', 'dan', 'saya', 'blom', 'pernah', 'telat', 'di', 'telponnya', 'waktu', 'saya', 'sedang', 'berkendara', 'hampir', 'kecelakaan', 'saya', 'syok', 'dengan', 'kejadian', 'itu', 'setelah', 'lunas', 'akan', 'saya', 'hapus', 'aplikasi', 'kredivo']",baru pertama kali saya di telpon terus sama kredivo padahal jatuh tempo tinggal beberapa jam lagi dan saya blom pernah telat di telpon waktu saya sedang kendara hampir celaka saya syok dengan jadi itu telah lunas akan saya hapus aplikasi kredivo
"['luar', 'biasa']",luar biasa
"['sangat', 'mudah', 'dan', 'sangat', 'membantu', 'dan', 'tidak', 'mencekik', 'untuk', 'penagiahn', 'nya', 'kalau', 'bisa', 'limit', 'nya', 'di', 'tambah', 'kan', 'dan', 'sangat', 'berterima', 'kasih', 'untuk', 'mempercayai', 'saya', 'sebagai', 'pelanggan', 'kredivo', 'saya', 'sangat', 'berterima', 'kasih', 'dan', 'aplikasi', 'nya', 'sangat', 'mudah']",sangat mudah dan sangat bantu dan tidak cekik untuk penagiahn nya kalau bisa limit nya di tambah kan dan sangat terima kasih untuk percaya saya bagai langgan kredivo saya sangat terima kasih dan aplikasi nya sangat mudah
"['dendanya', 'terlalu', 'mahal', 'baru', 'telat', 'hari', 'dendam', 'langsung', 'diatas', 'rb', 'harinya']",denda terlalu mahal baru telat hari dendam langsung atas rb hari
"['cukup', 'aj']",cukup aj
"['dulu', 'kredivo', 'aplikasi', 'pinjaman', 'paling', 'hebat', 'tapi', 'sekarang', 'kredivo', 'paling', 'buruk', 'di', 'antara', 'aplikasi', 'pinjaman', 'yang', 'lain', 'notifikasi', 'sehari', 'puluhan', 'kali', 'di', 'suruh', 'transaksi', 'eh', 'pas', 'mau', 'transaksi', 'selalu', 'gagal', 'gagal', 'gagal', 'dan', 'gagal', 'lagi', 'punya', 'modal', 'ga', 'sih', 'nih', 'kredivo', 'kalo', 'sudah', 'bisa', 'transaksi', 'lagi', 'nanti', 'saya', 'kasih', 'bintang', 'deh']",dulu kredivo aplikasi pinjam paling hebat tapi sekarang kredivo paling buruk di antara aplikasi pinjam yang lain notifikasi hari puluh kali di suruh transaksi eh pas mau transaksi selalu gagal gagal gagal dan gagal lagi punya modal ga sih nih kredivo kalo sudah bisa transaksi lagi nanti saya kasih bintang deh
"['kenapa', 'aplikasinya', 'eror', 'susah', 'di', 'klik', 'dan', 'kedip', 'mau', 'bayar', 'jd', 'bisa', 'nnt', 'klo', 'lewat', 'jatuh', 'tempo', 'kena', 'denda', 'padahal', 'mah', 'aplikasinya', 'yg', 'busuk']",kenapa aplikasi eror susah di klik dan kedip mau bayar jd bisa nnt klo lewat jatuh tempo kena denda padahal mah aplikasi yg busuk
"['tks', 'kredivo', 'proses', 'nya', 'mudah', 'acc', 'nya', 'cepat', 'semoga', 'kedepan', 'nya', 'lebih', 'baik', 'dan', 'lebih', 'baik', 'lagi', 'naik', 'limit', 'nya', 'jga', 'di', 'mudahin']",tks kredivo proses nya mudah acc nya cepat moga depan nya lebih baik dan lebih baik lagi naik limit nya jga di mudahin
"['kalau', 'bisa', 'bunga', 'nya', 'agak', 'dikurangi', 'dikit', 'min', 'untuk', 'pinjaman', 'hehe', 'tapi', 'bagus', 'sih', 'aplikasi', 'nya', 'mempermudah', 'segala', 'urusan', 'pembayaran']",kalau bisa bunga nya agak rang dikit min untuk pinjam hehe tapi bagus sih aplikasi nya mudah segala urus bayar
"['sangat', 'responsip', 'sangat', 'membantu']",sangat responsip sangat bantu
"['bagaimana', 'status', 'pengaduan', 'dengan', 'nomer', 'laporan', 'kred', 'sudah', 'melewati', 'estimasi', 'waktu', 'masih', 'saja', 'belum', 'bisa', 'terselesaikan', 'masalah', 'ini', 'ketika', 'di', 'tanya', 'selalu', 'dengan', 'jawaban', 'template', 'bantu', 'follow', 'up', 'kembali', 'masalah', 'transaksi', 'di', 'kredivo', 'berhasil', 'tetapi', 'di', 'tiktok', 'nya', 'batal', 'barang', 'tidak', 'keterima', 'tagihan', 'harus', 'tetap', 'di', 'bayar', 'scam', 'yang', 'terselubung', 'kapok', 'belanja', 'disini']",bagaimana status adu dengan nomer lapor kred sudah lewat estimasi waktu masih saja belum bisa selesai masalah ini ketika di tanya selalu dengan jawab template bantu follow up kembali masalah transaksi di kredivo hasil tetapi di tiktok nya batal barang tidak terima tagih harus tetap di bayar scam yang selubung kapok belanja sini
"['ya', 'allah', 'allhamdulillah', 'di', 'saat', 'sy', 'membutuhkan', 'dana', 'secara', 'otomatis', 'akun', 'saya', 'telah', 'di', 'ugrade', 'otomatis', 'semoga', 'sy', 'bisa', 'pegang', 'amanah', 'semoga', 'kredivo', 'tambah', 'jaya', 'akan', 'sy', 'pergunakan', 'dengan', 'baik', 'limit', 'semoga', 'lancar', 'untuk', 'pembayaran', 'saya']",ya allah allhamdulillah di saat sy butuh dana cara otomatis akun saya telah di ugrade otomatis moga sy bisa pegang amanah moga kredivo tambah jaya akan sy guna dengan baik limit moga lancar untuk bayar saya
"['lagi', 'ada', 'aplikasi', 'kredivo', 'mah', 'pastinya', 'saya', 'akan', 'sangat', 'senang', 'berkali', 'kali', 'nyoba', 'aplikasi', 'lain', 'nggak', 'pernah', 'ada', 'yang', 'cocok', 'dan', 'ternyata', 'emang', 'cuma', 'cocoknya', 'sama', 'aplikasi', 'kredivo', 'aplikasi', 'pinjaman', 'online', 'seperti', 'ini', 'jangan', 'dianggurin', 'deh', 'saya', 'pun', 'akan', 'merekomendasikan', 'aplikasi', 'kredivo', 'ini', '&', 'salin', 'reffp', 'rizzjgke', 'ini', 'kepada', 'teman', 'teman', 'saya']",lagi ada aplikasi kredivo mah pasti saya akan sangat senang kali kali nyoba aplikasi lain nggak pernah ada yang cocok dan nyata emang cuma cocok sama aplikasi kredivo aplikasi pinjam online seperti ini jangan dianggurin deh saya pun akan rekomendasi aplikasi kredivo ini  salin reffp rizzjgke ini kepada teman teman saya
