content,cleansing
Saya akan rubah rating saya jika limit saya sudah bisa di pake! Kredit score saya bagus tapi tidak bisa transaksi!! Kredivo makin kesini pelayanannya makin buruk,Saya akan rubah rating saya jika limit saya sudah bisa di pake  Kredit score saya bagus tapi tidak bisa transaksi Kredivo makin kesini pelayanannya makin buruk
"Pemakaian transaksi rutin tapi credit score selalu turun , buat cicilan credit atau pinjaman juga selalu lunas tepat waktu tolong di usahakan lagi akun saya min kok semakin turun credit score nya , tetap jadi pelanggan setia kredivo , tetap bertahan di 5 bintang , barangkali ada perbaikan di akun saya .",Pemakaian transaksi rutin tapi credit score selalu turun buat cicilan credit atau pinjaman juga selalu lunas tepat waktu tolong di usahakan lagi akun saya min kok semakin turun credit score nya tetap jadi pelanggan setia kredivo tetap bertahan di bintang barangkali ada perbaikan di akun saya
"Cukup Membantu Tapi ada hal yg kurang baik Karna saya pernah pernah double pembayaran Dan uang nya belum balik lagi sampai skrng Sudah saya usahakan memenuhi semua persyaratan , tapi masih belum ada itikad baik untuk refund uang saya. Terimakasih",Cukup Membantu Tapi ada hal yg kurang baik Karna saya pernah pernah double pembayaran Dan uang nya belum balik lagi sampai skrng Sudah saya usahakan memenuhi semua persyaratan tapi masih belum ada itikad baik untuk refund uang saya  Terimakasih
Cepat proses,Cepat proses
"Saya turunkan ratingnya, karena aplikasi error, berkedip mulu. Tolong segera diperbaiki. Thanks Pencarian cepat kurg dari 1 menit & bunga juga relatif rendah dibandingkan dengan pinjol yg lain. Pertahankan ya Kredivo..",Saya turunkan ratingnya  karena aplikasi error  berkedip mulu  Tolong segera diperbaiki  Thanks Pencarian cepat kurg dari menit & bunga juga relatif rendah dibandingkan dengan pinjol yg lain  Pertahankan ya Kredivo
Sudah lunas tapi Masih di blokir aplikasi,Sudah lunas tapi Masih di blokir aplikasi
Sangat baik,Sangat baik
"Saya sudah punya akun, tetapi pada saat ingin melakukan pembayaran angsuran selalu gagal, sudah saya coba uninstall dan download ulang, malah tambah tidak bisa login sama sekali. Mohon dibantu gimana saya mau bayar angsuran takutnya nanti kena denda",Saya sudah punya akun  tetapi pada saat ingin melakukan pembayaran angsuran selalu gagal  sudah saya coba uninstall dan download ulang  malah tambah tidak bisa login sama sekali  Mohon dibantu gimana saya mau bayar angsuran takutnya nanti kena denda
"Aplikasi labil.... Kadang bisa kadang gak bisa dipakai buat trnsksi,, Terus klo gak BS dipakai score jadi turun,, Trs logikanya gmn transaksi terus biar score naik tapi gak BS dipakai????????????",Aplikasi labil Kadang bisa kadang gak bisa dipakai buat trnsksi Terus klo gak BS dipakai score jadi turun Trs logikanya gmn transaksi terus biar score naik tapi gak BS dipakai
limit paylater sediki pinjaman tunai susah cair,limit paylater sediki pinjaman tunai susah cair
"Kredivo semoga sukses slalu..slalu membagakan semua costamer.walaupun limit yang sedikit.ttpi buat ku sll membantu dlm segala hal,mempermudah perjalanan domestik.dan mempermudah dlm blnja aplikasi online.dgn 0% bunga.minta tolong kaka kalau mau perjalanan udara.kode bokongnya dikirim melalui WA apa sms.soalnya org bandara makan waktu dlm pencarian data kita..trimakasi kredivo. slalu jaya Sangat2 membantu dlm suasana manapun...",Kredivo semoga sukses slalu  slalu membagakan semua costamer walaupun limit yang sedikit ttpi buat ku sll membantu dlm segala hal mempermudah perjalanan domestik dan mempermudah dlm blnja aplikasi online dgn  % bunga minta tolong kaka kalau mau perjalanan udara kode bokongnya dikirim melalui WA apa sms soalnya org bandara makan waktu dlm pencarian data kita  trimakasi kredivo  slalu jaya Sangat  membantu dlm suasana manapun
"TOLONG PIHAK KREDIVO SAYA SUDAH BAYAR UNTUK TELAT TEMPO SAYA KENAPA MASIH ADA TAGIHAN DI APK DAN AKHIRNYA LEWAT TEMPO DAN ADANYA DENDA SEKALIGUS, JANGAN KETERLALUAN KREDIVO SAYA UDAH HUBUNGI PIHAK ANDA TAPI RESPONYA SANGAT SANGAT TIDAK MEMBANTU",TOLONG PIHAK KREDIVO SAYA SUDAH BAYAR UNTUK TELAT TEMPO SAYA KENAPA MASIH ADA TAGIHAN DI APK DAN AKHIRNYA LEWAT TEMPO DAN ADANYA DENDA SEKALIGUS  JANGAN KETERLALUAN KREDIVO SAYA UDAH HUBUNGI PIHAK ANDA TAPI RESPONYA SANGAT SANGAT TIDAK MEMBANTU
"Awas kredivo penipuan!!!, peminjaman uangnya gak cair, tpi cicilan tetep berlanjut. Hati-hati sama kredivo!!! Kalau pihak kredivo tidak berkenan melihat komen saya, silahkan pc email ini, dan kembalikan uang saya!!!!",Awas kredivo penipuan peminjaman uangnya gak cair  tpi cicilan tetep berlanjut  Hati hati sama kredivo Kalau pihak kredivo tidak berkenan melihat komen saya  silahkan pc email ini  dan kembalikan uang saya
Sangat membantu saya,Sangat membantu saya
cepet pelayanannya,cepet pelayanannya
"Kapok deh,, gak lagi ,, baru telat 1 hari tapi bayar nya harus 2 kali lipat plus denda, padahal itu angsuran terakhir dari tenor 6bulan, jdi skrg nambahnya sendiri jdi 7/6,, bukannya memberikan keringanan atau kenyamanan ke nsbh nya,, malah dibebani dgn memberikan denda plus angsuran nambah 1 bulan,, Terima kasih telah memberikan Beban tambahan untuk nsbh nya.",Kapok deh gak lagi baru telat hari tapi bayar nya harus kali lipat plus denda  padahal itu angsuran terakhir dari tenor  bulan  jdi skrg nambahnya sendiri jdi bukannya memberikan keringanan atau kenyamanan ke nsbh nya malah dibebani dgn memberikan denda plus angsuran nambah bulan Terima kasih telah memberikan Beban tambahan untuk nsbh nya
"Kenapa mau buka aplikasi tdk bisa padahal udh di restar,udh di matiin hp ,udh di hapus dan di instal lagi tetap tdk bisa signal juga bagus , selalu muncul kredivo tidak menanggapi , sudah 1 minggu padahal mau bayar tagihan nanti klo lewat jth trempo kena denda Udh di coba ttp blom bisa juga",Kenapa mau buka aplikasi tdk bisa padahal udh di restar udh di matiin hp  udh di hapus dan di instal lagi tetap tdk bisa signal juga bagus selalu muncul kredivo tidak menanggapi sudah minggu padahal mau bayar tagihan nanti klo lewat jth trempo kena denda Udh di coba ttp blom bisa juga
"Sudah saya gunakan apl kredivo ini berkali-kali dan tidak ada kendalan, namun saja kenapa limit tak bertambah ya, ketika pas coba lihat hiturr di apl nya ternyata harus melengkapi dokumen pendukung lainnya, pas di isi ternyata limit pun nyata bertambah, aplikasi yang emang berguna untuk semua dan ramah untuk pembayaran cicilan🍓",Sudah saya gunakan apl kredivo ini berkali kali dan tidak ada kendalan  namun saja kenapa limit tak bertambah ya  ketika pas coba lihat hiturr di apl nya ternyata harus melengkapi dokumen pendukung lainnya  pas di isi ternyata limit pun nyata bertambah  aplikasi yang emang berguna untuk semua dan ramah untuk pembayaran cicilan
"Terima kasih, walaupun awalnya sangat kecewa, tp akhirnya sangat membantu, padahal telat tidak sampai seminggu saja sdh turun skor nya, mau aplikasi mau manusia, yang di liat segi jelek nya, dr segi bagus nya gak mau di liat, sekali berbuat jelek, itu akan selalu di ingat, perbuatan baik tidak ada respons baiknya.tks",Terima kasih  walaupun awalnya sangat kecewa  tp akhirnya sangat membantu  padahal telat tidak sampai seminggu saja sdh turun skor nya  mau aplikasi mau manusia  yang di liat segi jelek nya  dr segi bagus nya gak mau di liat  sekali berbuat jelek  itu akan selalu di ingat  perbuatan baik tidak ada respons baiknya tks
"Dari sekian platform. Disini bunga paling rendah, hanya saja saat pemeriksaan sangat ketat tidak pasti langsung lolos. Worth it pinjam di aplikasi ini karna tidak memberatkan.",Dari sekian platform  Disini bunga paling rendah  hanya saja saat pemeriksaan sangat ketat tidak pasti langsung lolos  Worth it pinjam di aplikasi ini karna tidak memberatkan
"terimakasih kredivo limit saya sudah bertambah tapi ada kekurangannya,semoga di pinjam tunai ga cuma bisa satu kali untuk peminjaman. kaya shopi donk bisa melakukan transaksi s pinjam beberapa kali selama limit masih ada",terimakasih kredivo limit saya sudah bertambah tapi ada kekurangannya semoga di pinjam tunai ga cuma bisa satu kali untuk peminjaman  kaya shopi donk bisa melakukan transaksi pinjam beberapa kali selama limit masih ada
Terimkasih kredivo untuk penambahan limitnya utk akun saya ....kredivo is the best...selain prosesnya cepat kredivo sangat sangat membantu...sukses selalu untuk iredivo kedepannya,Terimkasih kredivo untuk penambahan limitnya utk akun saya kredivo is the best selain prosesnya cepat kredivo sangat sangat membantu sukses selalu untuk iredivo kedepannya
"Aneh akun baru masa langsung di blokir padahal pembayaran blom jatuh tempo sudah di bayar, jngn mau download apk ini",Aneh akun baru masa langsung di blokir padahal pembayaran blom jatuh tempo sudah di bayar  jngn mau download apk ini
"gabisa update,gabisa dipake",gabisa update gabisa dipake
Setelah daftar di Telkomsel paylater (support kredivo) bintangnya sekarang berubah aku kasih ⭐⭐⭐⭐⭐. Terimakasih kredivo semoga lancar terus dan semoga limitnya bisa bertambah dan tenornya bisa tambah jadi 24 bulan.,Setelah daftar di Telkomsel paylater  support kredivo  bintangnya sekarang berubah aku kasih Terimakasih kredivo semoga lancar terus dan semoga limitnya bisa bertambah dan tenornya bisa tambah jadi bulan
"Harus sering di upgrate terus, terus keluar dengan sendirinya, pas mau masuk lagi susah banget? Tolong admin nya bisa dj perbaiki apk nya",Harus sering di upgrate terus  terus keluar dengan sendirinya  pas mau masuk lagi susah banget  Tolong admin nya bisa dj perbaiki apk nya
Saya sudah melakukan pembayaran kenapa tagihan saya masih ada?,Saya sudah melakukan pembayaran kenapa tagihan saya masih ada
Ini kenapa setelah di update aplikasinya jadi eror.. kedip² trus mau bayar tagihan gak bisa dipencet karna kedip² trus layarnya.. udah di uninstal trus instal lagi masih sama aja,Ini kenapa setelah di update aplikasinya jadi eror kedip trus mau bayar tagihan gak bisa dipencet karna kedip trus layarnya udah di uninstal trus instal lagi masih sama aja
"Kecewa,masak pinjamn sdh lunas tapi limit tidak bisa di gunakan",Kecewa masak pinjamn sdh lunas tapi limit tidak bisa di gunakan
"Bnyak di group sosmed yg transaksi gagal tapi saldo kekuras terus komplen TPI saldo ga balik pdhal belanja tiket kreta api di perusahaan BUMN. Apakah ada maen orang dalam kredivo,akun saya pengajuan 12.bln ga bisa pdhal pembayaran ga pernah telat,ada apa dengan kredivo",Bnyak di group sosmed yg transaksi gagal tapi saldo kekuras terus komplen TPI saldo ga balik pdhal belanja tiket kreta api di perusahaan BUMN  Apakah ada maen orang dalam kredivo akun saya pengajuan bln ga bisa pdhal pembayaran ga pernah telat ada apa dengan kredivo
"Kredivo memang mantap di bandingkan yg lain.. Barusan sj ajukan pinjaman pertma langsung di kasih limit 2,4 jt tenor 6 bulan dan cair dalm waktu 1 menit.. Bunganya juga nda terlalu mahal..Terima kasih kredivo pokoknya ga nyesel pake kredivo",Kredivo memang mantap di bandingkan yg lain Barusan sj ajukan pinjaman pertma langsung di kasih limit jt tenor bulan dan cair dalm waktu menit Bunganya juga nda terlalu mahal  Terima kasih kredivo pokoknya ga nyesel pake kredivo
"Asal di pakai hal yg benar, hal yg seperti ini akan sangat berguna buat kehidupan.",Asal di pakai hal yg benar  hal yg seperti ini akan sangat berguna buat kehidupan
Kredivo sekarang makin berkurang yaa kualitasnya . Pinjaman tunai disuruh nunggu waktu hitungan mundur .. hitungan mundur selesai sama aja tidak bisa digunakan .. dompet digital juga sama aja. Tidak bisa digunakan dengan alasan keamanan ..,Kredivo sekarang makin berkurang yaa kualitasnya Pinjaman tunai disuruh nunggu waktu hitungan mundur hitungan mundur selesai sama aja tidak bisa digunakan dompet digital juga sama aja  Tidak bisa digunakan dengan alasan keamanan
"Saya tidak dapat mengajukan pinjaman, padahal limit saya sangat lah besar, saya kecewa sama pelayanan ini, ada limit besar tapi tidak bisa di gunakan sungguh sangat kecewa.",Saya tidak dapat mengajukan pinjaman  padahal limit saya sangat lah besar  saya kecewa sama pelayanan ini  ada limit besar tapi tidak bisa di gunakan sungguh sangat kecewa
Jatuh Tempo kurang 6 hari udah di kirim pesan berkali-kali. Jangan gitu ya.. Saya tau gak bakalan lari pasti saya bayar tenang saja .sebelum temponya pasti dibayar. Tolong jangan kirim pesan lagi..,Jatuh Tempo kurang hari udah di kirim pesan berkali kali  Jangan gitu ya Saya tau gak bakalan lari pasti saya bayar tenang saja  sebelum temponya pasti dibayar  Tolong jangan kirim pesan lagi
"Ok sangat membantu disaat lagi kebutuhan,, dan sangat mudah digunakan saat transaksi tidak ada keribetan apapun. Trimakasih kredivo",Ok sangat membantu disaat lagi kebutuhan dan sangat mudah digunakan saat transaksi tidak ada keribetan apapun  Trimakasih kredivo
cepat prosesnya,cepat prosesnya
sangat membatu pinjaman kredivo,sangat membatu pinjaman kredivo
"Usefull n helpfull n very fast, tapi sedikit agak memusingkan bila bertanya CS via live chat n phonecall, karena jawabannya tetap sama. Padahal saya bertanya kenapa tidak bisa bertransaksi belanja dengan tenor 3,6,9 & 12 dan beli pulsa juga tidak bisa, sedangkan limit masih banyak. Saya rasa bila dijawab postingan ini pun jawabannya tetap sama😁😓🤦‍♂️",Usefull helpfull very fast  tapi sedikit agak memusingkan bila bertanya CS via live chat phonecall  karena jawabannya tetap sama  Padahal saya bertanya kenapa tidak bisa bertransaksi belanja dengan tenor & dan beli pulsa juga tidak bisa  sedangkan limit masih banyak  Saya rasa bila dijawab postingan ini pun jawabannya tetap sama
Sdh dari 2 bulan yang lalu sy banyakin transaksi min...bahkan sy bayar lebih awal..tpi nyatanya scor masih c... Terus maunya gimana...apa perlu sy uninstall aplikasi ini...kalo gini terus sy mau pelihara AKULAKU aja dah...kredivo sekarang ribet..gk pas sama iklannya. ...gak jelas...sangat kecewa sekali,Sdh dari bulan yang lalu sy banyakin transaksi min bahkan sy bayar lebih awal  tpi nyatanya scor masih Terus maunya gimana apa perlu sy uninstall aplikasi ini kalo gini terus sy mau pelihara AKULAKU aja dah kredivo sekarang ribet  gk pas sama iklannya gak jelas sangat kecewa sekali
Kredivo itu sebenarnya asik dan mudah tapiiiii yang tidak aku mengerti itu adalah misal nih limit 8 jt an trus dipake 400 rb eeeh tiba tiba sisa limit jadi 2 jt an dari mana ngitungnya tuh Makanya aku jarang pake Dipake nya kalo beli yang ringan2 aja atau bayar PDAM dan PLN karen limit gede juga percuma penggunaanya,Kredivo itu sebenarnya asik dan mudah tapi yang tidak aku mengerti itu adalah misal nih limit jt an trus dipake rb eh tiba tiba sisa limit jadi jt an dari mana ngitungnya tuh Makanya aku jarang pake Dipake nya kalo beli yang ringan  aja atau bayar PDAM dan PLN karen limit gede juga percuma penggunaanya
"coba saya kasih bintang 5 dulu mudah mudahan limit bisa di pake , soalnya sayang banget limit besar score B tapi cuman bisa ambil pulsa doang , mudah mudahan setelah kasih bintang 5 bisa di pake lagi limit nya 😅",coba saya kasih bintang dulu mudah mudahan limit bisa di pake soalnya sayang banget limit besar score tapi cuman bisa ambil pulsa doang mudah mudahan setelah kasih bintang bisa di pake lagi limit nya 
"Kdv Sangat mengecewakan , padahal tdk pernah telat bayar , bahkan slalu bayar tagihan sebelum temponya , tapi kenapa akun saya di blokir , udah tlpn costmr srvice malah bilangnya akun di blokir permanen !!!!!! GAJELAS! alesannya karna melakukan transaksi berbahaya ! Bngsat apus akun gue",Kdv Sangat mengecewakan padahal tdk pernah telat bayar bahkan slalu bayar tagihan sebelum temponya tapi kenapa akun saya di blokir udah tlpn costmr srvice malah bilangnya akun di blokir permanen GAJELAS  alesannya karna melakukan transaksi berbahaya Bngsat apus akun gue
Keren nian,Keren nian
"Sebelumnya ga pernah kecewa pake kredivo . Dari tahun 2019 sampe sekarang. Tapi perkara engga bisa verifikasi muka . Karena hp yang lama rusak . Di persulit sama teamnya yang ga tau kerjanya ngapain. Laporan dari tanggal 11-01-2024 sampe sekarang engga kunjung"" ada kabar . Pembayaran engga pernah bermasalah . Semoga dapet customer yang loyalnya lebih dari saya . Dan terakhir kalinya saya pake kredivo.",Sebelumnya ga pernah kecewa pake kredivo Dari tahun sampe sekarang  Tapi perkara engga bisa verifikasi muka Karena hp yang lama rusak Di persulit sama teamnya yang ga tau kerjanya ngapain  Laporan dari tanggal sampe sekarang engga kunjung  ada kabar Pembayaran engga pernah bermasalah Semoga dapet customer yang loyalnya lebih dari saya Dan terakhir kalinya saya pake kredivo
