CaseFolding,Tokenizing
sudah hari sejak saya laporkan ke cs kredivo permasalahan tidak bisa cairkan limit paylater tidak ada jawaban pasti hanya minta maaf tentang scan qris tidak bisa  terakhir saya tidak bisa belanja di toko electronic bandung aplikasi pun menolak tanpa memberikan alesan kenapa anda menipu pasang limit ternilai rp juta scor tapi tidak bisa di pakai walau jt sinting bikin malu saja kurang ajar dan buang  waktu saya  jebakan bikin susah aja,"['sudah', 'hari', 'sejak', 'saya', 'laporkan', 'ke', 'cs', 'kredivo', 'permasalahan', 'tidak', 'bisa', 'cairkan', 'limit', 'paylater', 'tidak', 'ada', 'jawaban', 'pasti', 'hanya', 'minta', 'maaf', 'tentang', 'scan', 'qris', 'tidak', 'bisa', 'terakhir', 'saya', 'tidak', 'bisa', 'belanja', 'di', 'toko', 'electronic', 'bandung', 'aplikasi', 'pun', 'menolak', 'tanpa', 'memberikan', 'alesan', 'kenapa', 'anda', 'menipu', 'pasang', 'limit', 'ternilai', 'rp', 'juta', 'scor', 'tapi', 'tidak', 'bisa', 'di', 'pakai', 'walau', 'jt', 'sinting', 'bikin', 'malu', 'saja', 'kurang', 'ajar', 'dan', 'buang', 'waktu', 'saya', 'jebakan', 'bikin', 'susah', 'aja']"
sangat membantu,"['sangat', 'membantu']"
,[]
sulitnya upgrade ke premium yg buat jadi kurang recommended  persyaratan yg terbatas membuat sulit untuk upgrade tolong agak di permudah la min komentar saya revisi walaupun masi belum bisa upgrade  tapi kredivo suda jadi kebutuhan saya setiap minggu trimakasih kredivo  ,"['sulitnya', 'upgrade', 'ke', 'premium', 'yg', 'buat', 'jadi', 'kurang', 'recommended', 'persyaratan', 'yg', 'terbatas', 'membuat', 'sulit', 'untuk', 'upgrade', 'tolong', 'agak', 'di', 'permudah', 'la', 'min', 'komentar', 'saya', 'revisi', 'walaupun', 'masi', 'belum', 'bisa', 'upgrade', 'tapi', 'kredivo', 'suda', 'jadi', 'kebutuhan', 'saya', 'setiap', 'minggu', 'trimakasih', 'kredivo']"
saya baru mengajukan telkomsel paylater  mendapatkan limit baru saya pakai untuk membeli paket kenapa dengan otomatis saldo sya langsung berkurang  dan disitu ada transaksi lain yg tidak saya ketahui secara otomatis saldo sya keambil gk beres ini mh,"['saya', 'baru', 'mengajukan', 'telkomsel', 'paylater', 'mendapatkan', 'limit', 'baru', 'saya', 'pakai', 'untuk', 'membeli', 'paket', 'kenapa', 'dengan', 'otomatis', 'saldo', 'sya', 'langsung', 'berkurang', 'dan', 'disitu', 'ada', 'transaksi', 'lain', 'yg', 'tidak', 'saya', 'ketahui', 'secara', 'otomatis', 'saldo', 'sya', 'keambil', 'gk', 'beres', 'ini', 'mh']"
ini aplikasi kredivo nya di hapus aja secara permanen dari indonesia tidak ada juga guna  di daftar malah di bilng maaf pengajuan anda blm kami setujui padahal data nya lengkap  dan kredivo pernah bilang cmn ktp doang ko banyak yg di pertanyakan ini aplikasi memang tdk jelas sdh banyak tipu para pengguna sungguh terlalu mengecewakan  alasannya maaf klw bisa hubungi nomor yg tertera di bawa ini banyak bicara aslinya menyesal download nih aplikasi mending pinjam uang di bank atau koprasi,"['ini', 'aplikasi', 'kredivo', 'nya', 'di', 'hapus', 'aja', 'secara', 'permanen', 'dari', 'indonesia', 'tidak', 'ada', 'juga', 'guna', 'di', 'daftar', 'malah', 'di', 'bilng', 'maaf', 'pengajuan', 'anda', 'blm', 'kami', 'setujui', 'padahal', 'data', 'nya', 'lengkap', 'dan', 'kredivo', 'pernah', 'bilang', 'cmn', 'ktp', 'doang', 'ko', 'banyak', 'yg', 'di', 'pertanyakan', 'ini', 'aplikasi', 'memang', 'tdk', 'jelas', 'sdh', 'banyak', 'tipu', 'para', 'pengguna', 'sungguh', 'terlalu', 'mengecewakan', 'alasannya', 'maaf', 'klw', 'bisa', 'hubungi', 'nomor', 'yg', 'tertera', 'di', 'bawa', 'ini', 'banyak', 'bicara', 'aslinya', 'menyesal', 'download', 'nih', 'aplikasi', 'mending', 'pinjam', 'uang', 'di', 'bank', 'atau', 'koprasi']"
sangat membantu sekali hanya mungkin supaya lebih percaya saja ke pengguna aplikasi tidak perlu telp per menit ketika telat terlebih harus menggunakan kata kata intimidasi karean kadang situasi tidak selalu mendukung pasti dibayar  bukan nya itu salah satu sifat membantu  tidak perlu kata ancaman pada akhirnya  makna pay later itu  mendahulukan  dan akan dibayar kalau ada uang konsumen tidak mungkin pay later demikian  mohon maaf jika kurang berkenan kredivo sangat membantu,"['sangat', 'membantu', 'sekali', 'hanya', 'mungkin', 'supaya', 'lebih', 'percaya', 'saja', 'ke', 'pengguna', 'aplikasi', 'tidak', 'perlu', 'telp', 'per', 'menit', 'ketika', 'telat', 'terlebih', 'harus', 'menggunakan', 'kata', 'kata', 'intimidasi', 'karean', 'kadang', 'situasi', 'tidak', 'selalu', 'mendukung', 'pasti', 'dibayar', 'bukan', 'nya', 'itu', 'salah', 'satu', 'sifat', 'membantu', 'tidak', 'perlu', 'kata', 'ancaman', 'pada', 'akhirnya', 'makna', 'pay', 'later', 'itu', 'mendahulukan', 'dan', 'akan', 'dibayar', 'kalau', 'ada', 'uang', 'konsumen', 'tidak', 'mungkin', 'pay', 'later', 'demikian', 'mohon', 'maaf', 'jika', 'kurang', 'berkenan', 'kredivo', 'sangat', 'membantu']"
aneh banget padahal sy sedang pilih barang dan lihat kalkulasi piutang perbulannya beberapa kali  tiba  akun sy di blokir permanen dgn alasan karna keamanan akun  padahal pembayaran sy sebelumnya itu selalu lancar dan sebelum jatuh tempo dibayarnya  klo memang mau menjaga akun konsumen anda harusnya tanyakan lebih dahulu perihal kenapa berapa kali coba keluar masuk dan kalkulasi untuk piutangnya baru anda blokir permanen  sy jd pengen email pihak ojk karna sy merasa kredivo itu aplikasi penipuan,"['aneh', 'banget', 'padahal', 'sy', 'sedang', 'pilih', 'barang', 'dan', 'lihat', 'kalkulasi', 'piutang', 'perbulannya', 'beberapa', 'kali', 'tiba', 'akun', 'sy', 'di', 'blokir', 'permanen', 'dgn', 'alasan', 'karna', 'keamanan', 'akun', 'padahal', 'pembayaran', 'sy', 'sebelumnya', 'itu', 'selalu', 'lancar', 'dan', 'sebelum', 'jatuh', 'tempo', 'dibayarnya', 'klo', 'memang', 'mau', 'menjaga', 'akun', 'konsumen', 'anda', 'harusnya', 'tanyakan', 'lebih', 'dahulu', 'perihal', 'kenapa', 'berapa', 'kali', 'coba', 'keluar', 'masuk', 'dan', 'kalkulasi', 'untuk', 'piutangnya', 'baru', 'anda', 'blokir', 'permanen', 'sy', 'jd', 'pengen', 'email', 'pihak', 'ojk', 'karna', 'sy', 'merasa', 'kredivo', 'itu', 'aplikasi', 'penipuan']"
membantu disetiap kebutuhan  cuma saja limit nya kurang memuaskan  sehingga terbatas nya pengambilan yg kita butuhkan  mohok kedepan nya limit nya cepat bertambah agar transaksi disetiap kebutuhan dapat terpenuhi makasih kredivo,"['membantu', 'disetiap', 'kebutuhan', 'cuma', 'saja', 'limit', 'nya', 'kurang', 'memuaskan', 'sehingga', 'terbatas', 'nya', 'pengambilan', 'yg', 'kita', 'butuhkan', 'mohok', 'kedepan', 'nya', 'limit', 'nya', 'cepat', 'bertambah', 'agar', 'transaksi', 'disetiap', 'kebutuhan', 'dapat', 'terpenuhi', 'makasih', 'kredivo']"
padahal udah berapa kali minjem  dan baru kemaren saya lunasin pinjaman saya semua  ehh sekarang gabisa di pake afk nya  pulsa gabisa  dompet digital dan kredifazz juga gabisa trus buat apa ini aplikasi sekarang kalo udah gabisa di pake  sangat mengecewakan,"['padahal', 'udah', 'berapa', 'kali', 'minjem', 'dan', 'baru', 'kemaren', 'saya', 'lunasin', 'pinjaman', 'saya', 'semua', 'ehh', 'sekarang', 'gabisa', 'di', 'pake', 'afk', 'nya', 'pulsa', 'gabisa', 'dompet', 'digital', 'dan', 'kredifazz', 'juga', 'gabisa', 'trus', 'buat', 'apa', 'ini', 'aplikasi', 'sekarang', 'kalo', 'udah', 'gabisa', 'di', 'pake', 'sangat', 'mengecewakan']"
kurang in bintang nya susah dipakenya dr awal dipake dah dibayar jg tetep aja susah dipake nya dpt email katanya melanggar yg mn yg melanggar ga jelas nagih nya doang kek setan dipake nya susah limit doang banyak cuma dipake  rb doang abis itu ga bisa dipake ga jelas,"['kurang', 'in', 'bintang', 'nya', 'susah', 'dipakenya', 'dr', 'awal', 'dipake', 'dah', 'dibayar', 'jg', 'tetep', 'aja', 'susah', 'dipake', 'nya', 'dpt', 'email', 'katanya', 'melanggar', 'yg', 'mn', 'yg', 'melanggar', 'ga', 'jelas', 'nagih', 'nya', 'doang', 'kek', 'setan', 'dipake', 'nya', 'susah', 'limit', 'doang', 'banyak', 'cuma', 'dipake', 'rb', 'doang', 'abis', 'itu', 'ga', 'bisa', 'dipake', 'ga', 'jelas']"
limitku semoga naik,"['limitku', 'semoga', 'naik']"
maaf kepada developer lagi lagi apa gagal lagi ini sudah ke kali nya saya mencoba tetap saja gagal padahal sesuai sesuai banget dengan data ga ada satu pun yang salah typo tapi sama saja bulan saya coba tetap gagal bulan lagi menunggu hadeh bangga sekali saya terimakasih untuk developer,"['maaf', 'kepada', 'developer', 'lagi', 'lagi', 'apa', 'gagal', 'lagi', 'ini', 'sudah', 'ke', 'kali', 'nya', 'saya', 'mencoba', 'tetap', 'saja', 'gagal', 'padahal', 'sesuai', 'sesuai', 'banget', 'dengan', 'data', 'ga', 'ada', 'satu', 'pun', 'yang', 'salah', 'typo', 'tapi', 'sama', 'saja', 'bulan', 'saya', 'coba', 'tetap', 'gagal', 'bulan', 'lagi', 'menunggu', 'hadeh', 'bangga', 'sekali', 'saya', 'terimakasih', 'untuk', 'developer']"
kecewa bayar tepat waktu tp tak bisa gunakan untuk belanja jadi percuma sudah kompllain tp no respon  limit tinggi percuma tiada guna,"['kecewa', 'bayar', 'tepat', 'waktu', 'tp', 'tak', 'bisa', 'gunakan', 'untuk', 'belanja', 'jadi', 'percuma', 'sudah', 'kompllain', 'tp', 'no', 'respon', 'limit', 'tinggi', 'percuma', 'tiada', 'guna']"
ga dibayar di kejar  di bayar cepat angsuran nya malah akun ditangguhkan  aplikasi ga bisa dipake  mau lu apa kredivo mau gua galbay skalian  hahh,"['ga', 'dibayar', 'di', 'kejar', 'di', 'bayar', 'cepat', 'angsuran', 'nya', 'malah', 'akun', 'ditangguhkan', 'aplikasi', 'ga', 'bisa', 'dipake', 'mau', 'lu', 'apa', 'kredivo', 'mau', 'gua', 'galbay', 'skalian', 'hahh']"
aplikasi sangat membantu buat belanja  dan jajan bunga sangat rendah cuma lebih perak dan itu pun byr nya bs bulan depan ada poin  discon nya jg ok dech pokoknya ,"['aplikasi', 'sangat', 'membantu', 'buat', 'belanja', 'dan', 'jajan', 'bunga', 'sangat', 'rendah', 'cuma', 'lebih', 'perak', 'dan', 'itu', 'pun', 'byr', 'nya', 'bs', 'bulan', 'depan', 'ada', 'poin', 'discon', 'nya', 'jg', 'ok', 'dech', 'pokoknya']"
baru pertama kali saya di telpon terus sama kredivo padahal jatuh tempo tinggal beberapa jam lagi dan saya blom pernah telat di telponnya waktu saya sedang berkendara hampir kecelakaan saya syok dengan kejadian itu setelah lunas akan saya hapus aplikasi kredivo,"['baru', 'pertama', 'kali', 'saya', 'di', 'telpon', 'terus', 'sama', 'kredivo', 'padahal', 'jatuh', 'tempo', 'tinggal', 'beberapa', 'jam', 'lagi', 'dan', 'saya', 'blom', 'pernah', 'telat', 'di', 'telponnya', 'waktu', 'saya', 'sedang', 'berkendara', 'hampir', 'kecelakaan', 'saya', 'syok', 'dengan', 'kejadian', 'itu', 'setelah', 'lunas', 'akan', 'saya', 'hapus', 'aplikasi', 'kredivo']"
bintang sayah naikan lagi jdi full  meskipun pengajuan akun premium sudah selalu ditolak tp tdk apa aplikasi kredivo benar sangat mmbantu  soal limit kecil tdk masalah yg penting msh bisa di pakai dan bermanfaat  terimakasih sudah di percaya dan di kasih limit jga  sukses dan maju terus kredivo ,"['bintang', 'sayah', 'naikan', 'lagi', 'jdi', 'full', 'meskipun', 'pengajuan', 'akun', 'premium', 'sudah', 'selalu', 'ditolak', 'tp', 'tdk', 'apa', 'aplikasi', 'kredivo', 'benar', 'sangat', 'mmbantu', 'soal', 'limit', 'kecil', 'tdk', 'masalah', 'yg', 'penting', 'msh', 'bisa', 'di', 'pakai', 'dan', 'bermanfaat', 'terimakasih', 'sudah', 'di', 'percaya', 'dan', 'di', 'kasih', 'limit', 'jga', 'sukses', 'dan', 'maju', 'terus', 'kredivo']"
hari ini kredit saya belum bertambah meskipun saya sudah melakukan pembayaran dan tepat waktu karena kalo kita membayar pasti otomatis akan menambah nilai limit kita sebelumnya  mohon penjelasannya dari kredivo  ,"['hari', 'ini', 'kredit', 'saya', 'belum', 'bertambah', 'meskipun', 'saya', 'sudah', 'melakukan', 'pembayaran', 'dan', 'tepat', 'waktu', 'karena', 'kalo', 'kita', 'membayar', 'pasti', 'otomatis', 'akan', 'menambah', 'nilai', 'limit', 'kita', 'sebelumnya', 'mohon', 'penjelasannya', 'dari', 'kredivo']"
limit yg di pakai masih tersisa banyak  tapi mau transaksi lagi  keterangan limit habis  padahal limit yg ada masih sisa banyak  harap tingkatkan terus,"['limit', 'yg', 'di', 'pakai', 'masih', 'tersisa', 'banyak', 'tapi', 'mau', 'transaksi', 'lagi', 'keterangan', 'limit', 'habis', 'padahal', 'limit', 'yg', 'ada', 'masih', 'sisa', 'banyak', 'harap', 'tingkatkan', 'terus']"
pikir pikir dulu kalau mau pinjol disini  kalau keuangan gak stabil ratusan nomer bakal neror lo disaat hari terakhir pembayaran  sangat mengganggu  merugikan kenyamanan  padahal belum telat sejam dari hari pembayaran tp ratusan nomer telp tiap menit bakal nelp lo,"['pikir', 'pikir', 'dulu', 'kalau', 'mau', 'pinjol', 'disini', 'kalau', 'keuangan', 'gak', 'stabil', 'ratusan', 'nomer', 'bakal', 'neror', 'lo', 'disaat', 'hari', 'terakhir', 'pembayaran', 'sangat', 'mengganggu', 'merugikan', 'kenyamanan', 'padahal', 'belum', 'telat', 'sejam', 'dari', 'hari', 'pembayaran', 'tp', 'ratusan', 'nomer', 'telp', 'tiap', 'menit', 'bakal', 'nelp', 'lo']"
makasih kredivo dengan adanya aplikasi kredivo saya tidak bingung buat apa saja  mau belanja online maupun offline gampang  hampir tahun make kredivo ini aplikasi yg sangat bermamfaat dan gampang digunakan  ke amanan akunpun sekelas bank  skali lagi makasih kredivo,"['makasih', 'kredivo', 'dengan', 'adanya', 'aplikasi', 'kredivo', 'saya', 'tidak', 'bingung', 'buat', 'apa', 'saja', 'mau', 'belanja', 'online', 'maupun', 'offline', 'gampang', 'hampir', 'tahun', 'make', 'kredivo', 'ini', 'aplikasi', 'yg', 'sangat', 'bermamfaat', 'dan', 'gampang', 'digunakan', 'ke', 'amanan', 'akunpun', 'sekelas', 'bank', 'skali', 'lagi', 'makasih', 'kredivo']"
pokoknya membantu banget dengan adanya kredivo  persyaratan gampang banget dan cepet cairnya mantap pokoknya  kalo bisa sih bunganya agak diturunin itu aja sih masuknya makasih kredivo mantap,"['pokoknya', 'membantu', 'banget', 'dengan', 'adanya', 'kredivo', 'persyaratan', 'gampang', 'banget', 'dan', 'cepet', 'cairnya', 'mantap', 'pokoknya', 'kalo', 'bisa', 'sih', 'bunganya', 'agak', 'diturunin', 'itu', 'aja', 'sih', 'masuknya', 'makasih', 'kredivo', 'mantap']"
aplikasi simpel dan ga ribet sat set sat set  dapet limit langsung deh bisa dipakai buat belanja buat pinjaman  proses cepat langsung cair ga ada menit terima kasih kredivo penyelamat disaat dompet hampir sekarat,"['aplikasi', 'simpel', 'dan', 'ga', 'ribet', 'sat', 'set', 'sat', 'set', 'dapet', 'limit', 'langsung', 'deh', 'bisa', 'dipakai', 'buat', 'belanja', 'buat', 'pinjaman', 'proses', 'cepat', 'langsung', 'cair', 'ga', 'ada', 'menit', 'terima', 'kasih', 'kredivo', 'penyelamat', 'disaat', 'dompet', 'hampir', 'sekarat']"
selama pakai kredivo merasa terbantu dan semua ke inginan bisa terwujud dari hal yg kcil smpi yg bsr  bli paket dta  plsa tkn listrik dll dapat diskon jdi lebih murah jadi puas memakai nya  sayang untuk pembayaran dengan metode qris tidak bisa untuk bayar bensin klau bisa alangkah bahagia nya diri ku bisa memiliki mu kredivo trimakasih kredivo ,"['selama', 'pakai', 'kredivo', 'merasa', 'terbantu', 'dan', 'semua', 'ke', 'inginan', 'bisa', 'terwujud', 'dari', 'hal', 'yg', 'kcil', 'smpi', 'yg', 'bsr', 'bli', 'paket', 'dta', 'plsa', 'tkn', 'listrik', 'dll', 'dapat', 'diskon', 'jdi', 'lebih', 'murah', 'jadi', 'puas', 'memakai', 'nya', 'sayang', 'untuk', 'pembayaran', 'dengan', 'metode', 'qris', 'tidak', 'bisa', 'untuk', 'bayar', 'bensin', 'klau', 'bisa', 'alangkah', 'bahagia', 'nya', 'diri', 'ku', 'bisa', 'memiliki', 'mu', 'kredivo', 'trimakasih', 'kredivo']"
aplikasi yg sangat membantu  skrg akun saya sudah jd premium  pinjam uang jd bisa pake cicilan yg bulan  tp limit nya belum bertambah sih masih di angka awal segitu  tp lumayan cicilan belanja jd bisa pakai yg setahun  cicilan pinjaman online nya bulan  makasih kredivo,"['aplikasi', 'yg', 'sangat', 'membantu', 'skrg', 'akun', 'saya', 'sudah', 'jd', 'premium', 'pinjam', 'uang', 'jd', 'bisa', 'pake', 'cicilan', 'yg', 'bulan', 'tp', 'limit', 'nya', 'belum', 'bertambah', 'sih', 'masih', 'di', 'angka', 'awal', 'segitu', 'tp', 'lumayan', 'cicilan', 'belanja', 'jd', 'bisa', 'pakai', 'yg', 'setahun', 'cicilan', 'pinjaman', 'online', 'nya', 'bulan', 'makasih', 'kredivo']"
utk pembayaran transaksi levat va kenapa tidak bisa  tiap di klik lanjutkan selalu muncul keterangan masukkan nomor va dengan benar padahal nomor va jg sudah benar copy paste nomor va jg sama aja nihil keterangan tetap sama jg masukkan nomor dengan benar,"['utk', 'pembayaran', 'transaksi', 'levat', 'va', 'kenapa', 'tidak', 'bisa', 'tiap', 'di', 'klik', 'lanjutkan', 'selalu', 'muncul', 'keterangan', 'masukkan', 'nomor', 'va', 'dengan', 'benar', 'padahal', 'nomor', 'va', 'jg', 'sudah', 'benar', 'copy', 'paste', 'nomor', 'va', 'jg', 'sama', 'aja', 'nihil', 'keterangan', 'tetap', 'sama', 'jg', 'masukkan', 'nomor', 'dengan', 'benar']"
untuk saat ini bintang soalnya kalau mau transaksi gak bisa alasan keamanan akun sementara saya tidak pernah telat pembayaran ,"['untuk', 'saat', 'ini', 'bintang', 'soalnya', 'kalau', 'mau', 'transaksi', 'gak', 'bisa', 'alasan', 'keamanan', 'akun', 'sementara', 'saya', 'tidak', 'pernah', 'telat', 'pembayaran']"
sangat membantu limit juga cepat naik jika pembayaran tidak telat  pokoknya bagus banget kredivo  semoga limit nasabah dikasi gede  bunga juga rendah yang bulan persen,"['sangat', 'membantu', 'limit', 'juga', 'cepat', 'naik', 'jika', 'pembayaran', 'tidak', 'telat', 'pokoknya', 'bagus', 'banget', 'kredivo', 'semoga', 'limit', 'nasabah', 'dikasi', 'gede', 'bunga', 'juga', 'rendah', 'yang', 'bulan', 'persen']"
sangat membantu bunga ringan  tenornya di tambah lagi kak  trs tiap angsuran jatuh temponya jangan tambah maju kak  soalnya sudah di sesuaikan dgn gajihan bulanan,"['sangat', 'membantu', 'bunga', 'ringan', 'tenornya', 'di', 'tambah', 'lagi', 'kak', 'trs', 'tiap', 'angsuran', 'jatuh', 'temponya', 'jangan', 'tambah', 'maju', 'kak', 'soalnya', 'sudah', 'di', 'sesuaikan', 'dgn', 'gajihan', 'bulanan']"
udah kali daftar kali di tolak kali di suruh nunggu bulan udah ga minat sama aplikasi payah macam ini ya udah gua hpus deh apliksinya aplikasi nya hancur,"['udah', 'kali', 'daftar', 'kali', 'di', 'tolak', 'kali', 'di', 'suruh', 'nunggu', 'bulan', 'udah', 'ga', 'minat', 'sama', 'aplikasi', 'payah', 'macam', 'ini', 'ya', 'udah', 'gua', 'hpus', 'deh', 'apliksinya', 'aplikasi', 'nya', 'hancur']"
saya sangat kecewa si sebenernya padahal jelas jelas sudah bayar tapi masa pas saya mau bayar lagi statusnya belum ada pembayaran pelayanan dalam aplikasi nya sangat terlambat no recomended,"['saya', 'sangat', 'kecewa', 'si', 'sebenernya', 'padahal', 'jelas', 'jelas', 'sudah', 'bayar', 'tapi', 'masa', 'pas', 'saya', 'mau', 'bayar', 'lagi', 'statusnya', 'belum', 'ada', 'pembayaran', 'pelayanan', 'dalam', 'aplikasi', 'nya', 'sangat', 'terlambat', 'no', 'recomended']"
sangat bagus aplikasi ini  dulu awalnya limitnya sedikit  sekarang lebih banyak karena bayarnya gak pernah telat,"['sangat', 'bagus', 'aplikasi', 'ini', 'dulu', 'awalnya', 'limitnya', 'sedikit', 'sekarang', 'lebih', 'banyak', 'karena', 'bayarnya', 'gak', 'pernah', 'telat']"
semua layanan nya baik  waktu juga baik penawaran penawaran baik cuma platform nya belum tinggi dan tenor nya masih singkat,"['semua', 'layanan', 'nya', 'baik', 'waktu', 'juga', 'baik', 'penawaran', 'penawaran', 'baik', 'cuma', 'platform', 'nya', 'belum', 'tinggi', 'dan', 'tenor', 'nya', 'masih', 'singkat']"
kredivo ini bener bener sistem nya asal pembayarannya tepat waktu  maka kemudahan akan diberikan dlu saya sering telat jd limit kecil dan serba terbatas tp sekarang semua lancar sih ,"['kredivo', 'ini', 'bener', 'bener', 'sistem', 'nya', 'asal', 'pembayarannya', 'tepat', 'waktu', 'maka', 'kemudahan', 'akan', 'diberikan', 'dlu', 'saya', 'sering', 'telat', 'jd', 'limit', 'kecil', 'dan', 'serba', 'terbatas', 'tp', 'sekarang', 'semua', 'lancar', 'sih']"
belanja dengan kredivo sangat mudah dan bisa wujudkan beli barang yang diinginkan  baik sistem bayar hari kemudian maupun bayar dengan cicilan  bisa juga bila butuh uang tunai cepat dan tidak ribet  dengan kredivo saja  sekarang juga sudah bisa buat belanja di indomart juga alfamart dan merchant lain nya  juga bisa pakai qris buat belanja di kedai minuman ,"['belanja', 'dengan', 'kredivo', 'sangat', 'mudah', 'dan', 'bisa', 'wujudkan', 'beli', 'barang', 'yang', 'diinginkan', 'baik', 'sistem', 'bayar', 'hari', 'kemudian', 'maupun', 'bayar', 'dengan', 'cicilan', 'bisa', 'juga', 'bila', 'butuh', 'uang', 'tunai', 'cepat', 'dan', 'tidak', 'ribet', 'dengan', 'kredivo', 'saja', 'sekarang', 'juga', 'sudah', 'bisa', 'buat', 'belanja', 'di', 'indomart', 'juga', 'alfamart', 'dan', 'merchant', 'lain', 'nya', 'juga', 'bisa', 'pakai', 'qris', 'buat', 'belanja', 'di', 'kedai', 'minuman']"
udah bisa transaksi sih tempo juga masih bulan lagi limit juga masih ada esoknya mau transaksi lagi gak bisa alasan keamanan akun  katanya suruh update udah update versi terbaru masih sama saja gak jelas dari dulu selalu begini,"['udah', 'bisa', 'transaksi', 'sih', 'tempo', 'juga', 'masih', 'bulan', 'lagi', 'limit', 'juga', 'masih', 'ada', 'esoknya', 'mau', 'transaksi', 'lagi', 'gak', 'bisa', 'alasan', 'keamanan', 'akun', 'katanya', 'suruh', 'update', 'udah', 'update', 'versi', 'terbaru', 'masih', 'sama', 'saja', 'gak', 'jelas', 'dari', 'dulu', 'selalu', 'begini']"
maaf admin  mohon di perbaiki fitur kredivo yang sebelumnya sudah bagus jadi kurang konsisten  pembayaran tanpa ada konfirmasi tiba tiba ter proses  tanpa rincian tenor dan jumlah makasih,"['maaf', 'admin', 'mohon', 'di', 'perbaiki', 'fitur', 'kredivo', 'yang', 'sebelumnya', 'sudah', 'bagus', 'jadi', 'kurang', 'konsisten', 'pembayaran', 'tanpa', 'ada', 'konfirmasi', 'tiba', 'tiba', 'ter', 'proses', 'tanpa', 'rincian', 'tenor', 'dan', 'jumlah', 'makasih']"
semakin lama kredivo semakin tidak memuaskan  saat mendesak semua serba tidak bisa  aplikasi update terus tapi isi dalam dan kedepan nya sangat mengecewakan,"['semakin', 'lama', 'kredivo', 'semakin', 'tidak', 'memuaskan', 'saat', 'mendesak', 'semua', 'serba', 'tidak', 'bisa', 'aplikasi', 'update', 'terus', 'tapi', 'isi', 'dalam', 'dan', 'kedepan', 'nya', 'sangat', 'mengecewakan']"
aplikasi kredivo bagus buat beli pulsa token dll ad bunga malah ad pot bisa bayar  bln kemudia tpi ad kelemahannya tiap saya belnja di shope dan di lainnya kok muncul limit tidak cukup tolong penjelasannya,"['aplikasi', 'kredivo', 'bagus', 'buat', 'beli', 'pulsa', 'token', 'dll', 'ad', 'bunga', 'malah', 'ad', 'pot', 'bisa', 'bayar', 'bln', 'kemudia', 'tpi', 'ad', 'kelemahannya', 'tiap', 'saya', 'belnja', 'di', 'shope', 'dan', 'di', 'lainnya', 'kok', 'muncul', 'limit', 'tidak', 'cukup', 'tolong', 'penjelasannya']"
sangat membantu,"['sangat', 'membantu']"
aplikasi yang sangat bagus saya sdh pakai tahun saya selalu bayar jauh hari sebelum jatuh tempo tapi setiap mengajukan akun premier tidak pernah di acc padahal bayar gak pernah telat sekalipun,"['aplikasi', 'yang', 'sangat', 'bagus', 'saya', 'sdh', 'pakai', 'tahun', 'saya', 'selalu', 'bayar', 'jauh', 'hari', 'sebelum', 'jatuh', 'tempo', 'tapi', 'setiap', 'mengajukan', 'akun', 'premier', 'tidak', 'pernah', 'di', 'acc', 'padahal', 'bayar', 'gak', 'pernah', 'telat', 'sekalipun']"
kecewa sama ini aplikasi  pinjaman selalu bayar sebelum jatuh tempo  giliran pelunsan mau ngajuin lagi di tolak dan malah di suruh nunggu hari lagi  gak rekomen bgt ini aplikasi,"['kecewa', 'sama', 'ini', 'aplikasi', 'pinjaman', 'selalu', 'bayar', 'sebelum', 'jatuh', 'tempo', 'giliran', 'pelunsan', 'mau', 'ngajuin', 'lagi', 'di', 'tolak', 'dan', 'malah', 'di', 'suruh', 'nunggu', 'hari', 'lagi', 'gak', 'rekomen', 'bgt', 'ini', 'aplikasi']"
puas sekali,"['puas', 'sekali']"
,[]
kalo mau ngajuin pinjaman mudah  tapi kalo mau bayar  gabisa terus alasanya karena sinyal  padahal wifi kenceng  kuota kenceng  loadingnya lama tapi gagal terus,"['kalo', 'mau', 'ngajuin', 'pinjaman', 'mudah', 'tapi', 'kalo', 'mau', 'bayar', 'gabisa', 'terus', 'alasanya', 'karena', 'sinyal', 'padahal', 'wifi', 'kenceng', 'kuota', 'kenceng', 'loadingnya', 'lama', 'tapi', 'gagal', 'terus']"
suka aja pakai aplikasi ini  dan sampe hari ini masih stay di aplikasi kredivo karena emang semudah dan gak pernah ribet dalam transaksi apapun baik pinjaman maupun belanja  selalu memuaskan dan tak pernah buat kecewa  mudah mudahan limit nya bisa di tambah lagi  biar makin lancar jaya untuk kredivo sukses dan lancar selalu,"['suka', 'aja', 'pakai', 'aplikasi', 'ini', 'dan', 'sampe', 'hari', 'ini', 'masih', 'stay', 'di', 'aplikasi', 'kredivo', 'karena', 'emang', 'semudah', 'dan', 'gak', 'pernah', 'ribet', 'dalam', 'transaksi', 'apapun', 'baik', 'pinjaman', 'maupun', 'belanja', 'selalu', 'memuaskan', 'dan', 'tak', 'pernah', 'buat', 'kecewa', 'mudah', 'mudahan', 'limit', 'nya', 'bisa', 'di', 'tambah', 'lagi', 'biar', 'makin', 'lancar', 'jaya', 'untuk', 'kredivo', 'sukses', 'dan', 'lancar', 'selalu']"
