Formalisasi,Stopword Removal
"['bunga', 'dan', 'admin', 'paling', 'murah', 'indonesia', 'untuk', 'pinjol', 'mudah', 'dan', 'cicil', 'lebih', 'kecil', 'cocok', 'jadi', 'referensi', 'bagi', 'yang', 'butuh', 'modal', 'cicil', 'tenor', 'kalau', 'bisa', 'lebih', 'panjang', 'lagi', 'bisa', 'sampai', 'bulan', 'terima kasih']",bunga admin murah indonesia pinjol mudah cicil cocok referensi butuh modal cicil tenor terima kasih
"['awal', 'saya', 'ragu', 'akun', 'saya', 'akan', 'gagal', 'di', 'accord', 'bukti', 'kredivo', 'beri', 'sempat', 'buat', 'guna', 'baru', 'tanpa', 'ragu', 'aplikasi', 'modern', 'dan', 'nyaman', 'di', 'pakai', 'tidak_ribet', 'limit', 'juga', 'bunga', 'pinjam', 'yang', 'masih', 'wajar', 'bwat', 'konsumen', 'baru', 'rekomendasi']",ragu akun gagal accord bukti kredivo ragu aplikasi modern nyaman pakai tidak ribet limit bunga pinjam wajar bwat konsumen rekomendasi
"['apa', 'nya', 'yang', 'bagus', 'dari', 'pinjam', 'di', 'aplikasi', 'kredivo', 'saya', 'tidak_pernah', 'lambat', 'bayar', 'bahkan', 'belum', 'jatuh', 'tempo', 'saya', 'sudah', 'dan', 'bisa', 'mungkin', 'agar', 'selesai', 'pinjam', 'tapi', 'pada', 'saat', 'saya', 'laku', 'pinjam', 'ulang', 'banyak', 'sekali', 'alas', 'tim', 'dari', 'aplikasi', 'kredivo', 'kayak', 'ajingg', 'binatang', 'sekian', 'dan', 'terima kasih', 'layan', 'yang', 'sangat', 'buruk']",nya bagus pinjam aplikasi kredivo tidak pernah lambat bayar jatuh tempo selesai pinjam laku pinjam ulang alas tim aplikasi kredivo kayak ajingg binatang sekian terima kasih layan buruk
"['alam', 'pertama', 'kali', 'guna', 'pinjam', 'online', 'dengan', 'kredivo', 'awal', 'sempat', 'ragu', 'dan', 'masih', 'pikir', 'karena', 'sya', 'aju', 'pinjam', 'jt', 'dikash', 'limit', 'hanya', 'jt', 'tapi', 'akhir', 'ambil', 'juga', 'pas', 'lihat', 'tampil', 'kredivo', 'nyata', 'menu', 'websitenya', 'bagus', 'dan', 'bnyak', 'manfaat', 'yang', 'bisa', 'manfaat', 'moga', 'bisa', 'bayar', 'tepat', 'waktu', 'dan', 'bisa', 'tambah', 'limit', 'akhir', 'tagih', 'sudah', 'lunas', 'dan', 'sudah', 'beres', 'tepat', 'waktu', 'terima', 'kasih', 'kredivo']",alam kali pinjam online kredivo ragu pikir sya aju pinjam jt dikash limit jt ambil pas lihat tampil kredivo nyata menu websitenya bagus bnyak manfaat manfaat moga bayar limit tagih lunas beres terima kasih kredivo
"['ok', 'sih', 'buat', 'akun', 'awal', 'transaksi', 'juga', 'cepat', 'tapi', 'sudah', 'kali', 'transaksi', 'lumayan', 'tengah', 'dari', 'limit', 'terus', 'sudah', 'di', 'bayar', 'tapi', 'belum', 'naik', 'limit', 'juga', 'sama', 'belanja', 'online', 'seperti', 'di', 'shoppe', 'dan', 'tiktokshop', 'kok', 'belum', 'juga', 'bisa', 'iya']",ok sih akun transaksi cepat kali transaksi lumayan limit bayar limit belanja online shoppe tiktokshop iya
"['bagaimana', 'mau', 'pakai', 'limit', 'terlalu', 'kecil', 'hanya', 'bisa', 'untuk', 'beli', 'pulsa', 'sekali', 'padahal', 'bayar', 'belum', 'cukup', 'dua', 'minggu', 'lgs', 'selesai']",pakai limit beli pulsa bayar minggu lgs selesai
"['status', 'transaksi', 'hasil', 'tetapi', 'merchant', 'tidak_terima', 'dana', 'sudah', 'lapor', 'ke', 'cs', 'melalui', 'email', 'langsung', 'pesan', 'sama', 'telepon', 'tidak_beri', 'jalan', 'keluar', 'suruh', 'nunggu', 'hari', 'kerja', 'telah', 'hari', 'kerja', 'hasil', 'sama', 'saja', 'tidak_beri', 'solusi']",status transaksi hasil merchant tidak terima dana lapor cs email langsung pesan telepon tidak beri jalan suruh nunggu kerja kerja hasil tidak beri solusi
"['tolong', 'buat', 'kan', 'metode', 'bayar', 'lalu', 'seebank', 'dana', 'ovo', 'dan lain lain', 'bsi', 'juga', 'bos', 'kenapa', 'yah', 'bos', 'limit', 'saya', 'kurang', 'padahal', 'limit', 'bulan', 'juta', 'dan', 'limit', 'hari', 'juta', 'kemudian', 'saya', 'belanja', 'di', 'shopee', 'besar', 'kurang', 'lebih', 'juta', 'kemudian', 'limit', 'saya', 'sisa', 'yang', 'bulan', 'besar', 'ribu', 'dan', 'limit', 'hari', 'besar', 'ribu', 'kok', 'bisa', 'begitu', 'yah', 'bos']",tolong metode bayar seebank dana ovo dan lain lain bsi bos yah bos limit limit juta limit juta belanja shopee juta limit sisa ribu limit ribu yah bos
"['aplikasi', 'mantap', 'gk', 'neko', 'neko']",aplikasi mantap gk neko neko
"['saya', 'sudah', 'bayar', 'lambat', 'kemarin', 'cuma', 'tetep', 'akun', 'saya', 'belum', 'bisa', 'di', 'pakai', 'lagi', 'kata', 'sistem', 'aju', 'bulan', 'bikin', 'aju', 'ga', 'di', 'accord', 'terus', 'jadi', 'bingung', 'telepon', 'cs', 'juga', 'sama', 'saja', 'ga', 'ada', 'jawab', 'pasti', 'jadi', 'ga', 'bisa', 'dipake', 'padahal', 'lagi', 'butuh', 'nya']",bayar lambat kemarin tetep akun pakai sistem aju bikin aju ga accord bingung telepon cs ga ga dipake butuh nya
"['aplikasi', 'sampah']",aplikasi sampah
"['aplikasi', 'pinjam', 'yang', 'jauh', 'ini', 'paling', 'bagus', 'sih', 'limit', 'di', 'sesuai', 'cicil', 'juga', 'bisa', 'di', 'cicil', 'satu', 'per', 'satu', 'walaupun', 'masih', 'dlm', 'bulan', 'jadi', 'tidak', 'terlalu', 'beban', 'harus', 'lunas', 'dlm', 'waktu']",aplikasi pinjam bagus sih limit sesuai cicil cicil dlm beban lunas dlm
"['saya', 'bagai', 'nasabah', 'dari', 'tahun', 'sedikit', 'kecewa', 'dengan', 'terbarux', 'aplikasi', 'kridivo', 'apa', 'lagi', 'setelah', 'di', 'adakanx', 'decolektor', 'buat', 'sangat', 'kecewa', 'yang', 'mana', 'dendax', 'terkadang', 'tidak_seperti', 'yang', 'awal', 'begitu', 'lunas', 'bisa', 'limit', 'kembali', 'dengan', 'sempurna', 'sehingga', 'bisa', 'buat', 'dana', 'talang', 'jadi', 'pesan', 'saya', 'para', 'nasabah', 'jangan', 'tipu', 'jika', 'kalian', 'terlambat', 'bayar', 'hari', 'kmdian', 'aju', 'berikutx', 'bisa', 'di', 'accord', 'sebab', 'sistem', 'yang', 'kerja', 'yang', 'sudah', 'lancar', 'dengan', 'bayar', 'ajja', 'bisa', 'ubah', 'basic', 'sblumx', 'premium', 'bayar', 'pas', 'waktux', 'saja']",nasabah kecewa terbarux aplikasi kridivo adakanx decolektor kecewa dendax terkadang tidak seperti lunas limit sempurna dana talang pesan nasabah tipu terlambat bayar kmdian aju berikutx accord sistem kerja lancar bayar ajja ubah basic sblumx premium bayar pas waktux
"['limit', 'jt', 'cuma', 'dipake', 'ribu', 'mau', 'belanja', 'di', 'mercant', 'yang', 'kerja', 'sama', 'dang', 'kredivo', 'maupun', 'belanja', 'dari', 'aplikasi', 'kredivo', 'langsung', 'tetap', 'saja', 'sisa', 'limit', 'tidak_bisa', 'pakai', 'alas', 'aman']",limit jt dipake ribu belanja mercant kerja dang kredivo belanja aplikasi kredivo langsung sisa limit tidak bisa pakai alas aman
"['sampah', 'bayar', 'tepat', 'waktu', 'tapi', 'saldo', 'waktu', 'mau', 'di', 'pakai', 'bahkan', 'ga', 'bisa', 'dengan', 'alas', 'aman', 'akun', 'padahal', 'di', 'pakai', 'sendiri', 'akun', 'terus', 'saldo', 'buat', 'apa', 'kalau', 'ga', 'bisa', 'di', 'pakai', 'sudah', 'ga', 'flexibel']",sampah bayar saldo pakai ga alas aman akun pakai akun saldo ga pakai ga flexibel
"['lucu', 'juga', 'ini', 'saya', 'tidak_ada', 'tagih', 'kemudian', 'aju', 'pinjam', 'juta', 'arti', 'batas', '', 'jadi', 'saya', 'punya', 'limit', 'juta', 'maksimal', 'saya', 'geser', 'slider', 'ke', 'kanan', 'sampai', 'batas', 'limit', 'itu', 'terus', 'aju', 'eh', 'tolak', 'terus', 'apa', 'fungsi', 'itu', 'slider', 'karena', 'ada', 'batas', 'maksimal', 'di', 'slider', 'kenapa', 'bisa', 'tolak', 'padahal', 'sudah', 'ada', 'batas', 'limit', 'di', 'slider', 'parah', 'kalau', 'gin', 'sama', 'saja', 'kita', 'ngajuin', 'kredit', 'lewat', 'kertas', 'kalau', 'aplikasi', 'mesti', 'otomatis', 'bisa', 'atau', 'tidak_']",lucu tidak ada tagih aju pinjam juta arti batas  limit juta maksimal geser slider kanan batas limit aju eh tolak fungsi slider batas maksimal slider tolak batas limit slider parah gin ngajuin kredit kertas aplikasi mesti otomatis tidak 
"['buat', 'bayar', 'bulan', 'maret', 'saya', 'sudah', 'bayar', 'kenapa', 'tiba', 'tiba', 'akun', 'saya', 'di', 'tangguh', 'sedang', 'bulan', 'april', 'saja', 'belum', 'mohon', 'minta', 'jelas', 'ibu', 'atau', 'bapak', 'bikin', 'aneh', 'saja', 'kredivo']",bayar maret bayar akun tangguh april mohon bikin aneh kredivo
"['sudah', 'setahunbelum', 'juga', 'naik', 'limit', 'lagi', 'bahkan', 'fitur', 'meningkatkan', 'ke', 'permium', 'saja', 'belum', 'bisa', 'di', 'buka', 'memang', 'sih', 'aplikasi', 'nya', 'bagus', 'dan', 'puas', 'fitur', 'nya', 'banyak', 'dan', 'sederhana', 'da', 'bagus', 'lah', 'pokonyah', 'tapi', 'minus', 'nya', 'limit', 'nya', 'cuma', 'juta', 'doang', 'gk', 'naik', 'naik']",setahunbelum limit fitur meningkatkan permium buka sih aplikasi nya bagus puas fitur nya sederhana da bagus pokonyah minus nya limit nya juta doang gk
"['kenapa', 'atur', 'pin', 'ga', 'selesai', 'selesai', 'yah', 'buffering', 'terus', 'untuk', 'awal', 'guna', 'bisa', 'langsung', 'aju', 'pinjam', 'tunai', 'kan']",atur pin ga selesai selesai yah buffering langsung aju pinjam tunai
"['saya', 'kurang', 'bahkan', 'turun', 'jadi', 'mula', 'tertawa', 'sudah', 'lama', 'pakai', 'tiap', 'bulan', 'pakai', 'sampai', 'limit', 'bayar', 'tidak_pernah', 'terlambat', 'tapi', 'limit', 'tidak_naik', 'naik', 'eh', 'skrang', 'bahkan', 'tolak', 'pinjam', 'padahal', 'tidak_pernah', 'terlambat', 'bayar', 'sudah', 'lah', 'saya', 'delet', 'tidak_akan', 'pakai', 'lagi']",turun tertawa pakai pakai limit bayar tidak pernah terlambat limit tidak naik eh skrang tolak pinjam tidak pernah terlambat bayar delet tidak akan pakai
"['sangat', 'bantu', 'hnya', 'sajaa', 'tnggal', 'bayar', 'konsisten', 'tiap', 'bulan', 'makin', 'maju', 'dan', 'sangat', 'ganggu', 'belum', 'waktu', 'bayar', 'sudah', 'di', 'tlfon', 'terus', 'tidak_terlambat', 'bayar', 'hnya', 'sjaa', 'tnggal', 'bayar', 'konsisten', 'jadi', 'kena', 'denda', 'yang', 'masuk', 'akal', 'hari', 'kok', 'ribu', 'sngat', 'kecewa', 'padahal', 'guna', 'stiat', 'tolong', 'tnggal', 'bayar', 'yang', 'konsisten', 'jadi', 'kita', 'bayar', 'tepat', 'waktu', 'dan', 'jangn', 'main', 'seenknya', 'kasih', 'denda', 'hari', 'ribu', 'padahal', 'itu', 'salah', 'dari', 'kredivo', 'sndri', 'tapi', 'kena', 'denda', 'juga', 'aneh']",bantu hnya sajaa tnggal bayar konsisten maju ganggu bayar tlfon tidak terlambat bayar hnya sjaa tnggal bayar konsisten kena denda masuk akal ribu sngat kecewa stiat tolong tnggal bayar konsisten bayar jangn main seenknya kasih denda ribu salah kredivo sndri kena denda aneh
"['telemarketingnya', 'brisik']",telemarketingnya brisik
"['akun', 'saya', 'tipe', 'premium', 'tapi', 'llimit', 'belanja', 'tidak_bisa', 'di', 'pakai', 'dengan', 'alas', 'aman', 'akun', 'padahal', 'angsur', 'rapi', 'bagus', 'sekalipun', 'tidak_pernah', 'terlambat', 'kredivo', 'sangat', 'tidak_guna', 'dan', 'tidak_bantu', 'sama', 'sekali', 'layan', 'sangat', 'buruk', 'kecewa', 'aplikasi', 'ga', 'guna', 'tidak_pernah', 'pakai', 'kredivo', 'bodoh']",akun tipe premium llimit belanja tidak bisa pakai alas aman akun angsur rapi bagus tidak pernah terlambat kredivo tidak guna tidak bantu layan buruk kecewa aplikasi ga tidak pernah pakai kredivo bodoh
"['tagih', 'sudah', 'bayar', 'tapi', 'tunggu', 'sudah', 'hampir', 'hari', 'belum', 'verifikasi', 'mana', 'sudah', 'jatuh', 'tempo', 'besok', 'apa', 'memang', 'ini', 'sengaja', 'agar', 'kita', 'kena', 'denda', 'dan', 'penalty']",tagih bayar tunggu verifikasi jatuh tempo besok sengaja kena denda penalty
"['sangat', 'kecewa', 'karena', 'sekian', 'lama', 'tunggu', 'kredit', 'sampai', 'tanggal', 'yang', 'di', 'tentu', 'telah', 'sampai', 'tanggal', 'nya', 'bahkan', 'ga', 'di', 'kasih', 'bahkan', 'tingkat', 'kor', 'yang', 'tadi', 'nya', 'tuju', 'bahkan', 'jadi', 'maka', 'nya', 'pantas', 'dapat', 'bintang']",kecewa sekian tunggu kredit tanggal tanggal nya ga kasih tingkat kor nya tuju nya bintang
"['baru', 'lambat', 'hari', 'denda', 'kali', 'angsur', 'benar', 'benar', 'kredivo', 'servicenya', 'jelek', 'benar', 'akhir', 'saya', 'pakai', 'kredivo', 'terima kasih']",lambat denda kali angsur kredivo servicenya jelek pakai kredivo terima kasih
"['baik', 'juga', 'cepat', 'proses', 'tenor', 'cukup', 'mantap']",cepat proses tenor mantap
"['di', 'kasih', 'limit', 'ribu', 'donk', 'hm']",kasih limit ribu donk hm
"['aplikasi', 'ini', 'sangat', 'bagus', 'bisa', 'bayar', 'belakang', 'pulsa', 'bagus', 'pakai', 'jual', 'pulsa', 'harga', 'jangkau', 'tapi', 'satu', 'kendala', 'jangan', 'laku', 'lunas', 'cepat', 'misal', 'kalau', 'masih', 'tiga', 'bulan', 'angsur', 'jangan', 'dulu', 'di', 'bayar', 'satu', 'kali', 'di', 'kredifazznya', 'karena', 'tidak_akan', 'kembali', 'limit', 'belum', 'waktu', 'yang', 'di', 'tentu']",aplikasi bagus bayar pulsa bagus pakai jual pulsa harga jangkau kendala laku lunas cepat angsur bayar kali kredifazznya tidak akan limit
"['tidak_ada', 'tunggak', 'tidak_pernah', 'terlambat', 'tiba', 'akun', 'blokir', 'permanen', 'cara', 'pihak', 'tanpa', 'ada', 'pemberitahuan', 'lebih', 'dahulu', 'melalui', 'email', 'atau', 'telepon', 'masih', 'ada', 'point', 'yang', 'tidak_bisa', 'guna']",tidak ada tunggak tidak pernah terlambat akun blokir permanen pemberitahuan email telepon point tidak bisa
"['tiap', 'aju', 'yang', 'saya', 'aju', 'tidak_pernah', 'di', 'terima', 'ken', 'tahu', 'di', 'sebab', 'karena', 'apa', 'iya', 'kalau', 'di', 'lihat', 'dari', 'pasu', 'bisa', 'lihat', 'dari', 'data', 'rek', 'saya', 'mandiri', 'keluar', 'masuk', 'uang', 'yang', 'putar', 'bisa', 'di', 'pasti', 'jalan', 'sudah', 'tahun', 'sampai', 'saat', 'ini', 'kurang', 'lebih', 'alas', 'kenapa', 'data', 'saya', 'di', 'tolak', 'ken', 'tahu', 'sebab']",aju aju tidak pernah terima ken iya lihat pasu lihat data rek mandiri masuk uang putar jalan alas data tolak ken
"['terima kasih', 'kredivo', 'telah', 'beri', 'percaya', 'kepada', 'saya', 'dari', 'semua', 'faylater', 'kredivo', 'yang', 'paling', 'bagus', 'dan', 'paling', 'ringan', 'bunga', 'selain', 'itu', 'sederhana', 'dalam', 'segala', 'hal', 'sekali', 'lagi', 'terima', 'kasih']",terima kasih kredivo percaya faylater kredivo bagus ringan bunga sederhana terima kasih
"['gk', 'jelas', 'terlalu', 'banyak', 'naka', 'neko', 'nya', 'aplikasi', 'ini', 'minta', 'meningkatkan', 'di', 'meningkatkan', 'harus', 'nunggu', 'bulan', 'lagi', 'gk', 'perlu', 'aku', 'aplikasi', 'gin', 'dari', 'dulu', 'gk', 'pernah', 'bisa', 'buang', 'kuota', 'yang', 'unduh', 'nya', 'jng', 'lagi', 'datang', 'sms', 'nya', 'lah', 'ke', 'akun', 'saya', 'ke', 'email', 'saya', 'juga', 'no', 'saya']",gk naka neko nya aplikasi meningkatkan meningkatkan nunggu gk aplikasi gin gk buang kuota unduh nya jng sms nya akun email no
"['kadang', 'bisa', 'pakai', 'kadang', 'tidak_bisa', 'alas', 'karena', 'masalah', 'aman', 'pas', 'saat', 'lagi', 'belanja', 'transaksi', 'gagal', 'akhir', 'bayar', 'pakai', 'uang', 'kas', 'ke', 'kasir', 'akhir', 'saya', 'lunasin', 'saja', 'semua', 'uang', 'yang', 'saya', 'pinjam', 'dikridivo', 'habis', 'itu', 'saya', 'hapus', 'aplikasi', 'sesal']",kadang pakai kadang tidak bisa alas aman pas belanja transaksi gagal bayar pakai uang kas kasir lunasin uang pinjam dikridivo habis hapus aplikasi sesal
"['ga', 'jelas', 'bulan', 'lalu', 'ga', 'bisa', 'ambil', 'limit', 'pinjam', 'mesti', 'tunggu', 'satu', 'bulan', 'depan', 'telah', 'satu', 'bulan', 'di', 'coba', 'lagi', 'masih', 'ga', 'bisa', 'mesti', 'tunggu', 'satu', 'bulan', 'lagi', 'padahal', 'kredit', 'nilai', 'sudah', 'tidak_ambil', 'pinjam', 'coba', 'pulsa', 'yang', 'kecil', 'saja', 'ga', 'bisa', 'kocak', 'makin', 'buruk', 'ga', 'bisa', 'di', 'guna', 'lebih baik', 'tidak_unduh', 'tidak tahu', 'apa', 'sebab', 'ga', 'bisa', 'di', 'pakai', 'sudah', 'coba', 'beberapa', 'kali', 'padahal', 'kredit', 'nilai', 'sudah', 'emg', 'paling', 'bagus', 'tidak_unduh', 'aplikasi', 'ini']",ga ga ambil limit pinjam mesti tunggu coba ga mesti tunggu kredit nilai tidak ambil pinjam coba pulsa ga kocak buruk ga lebih baik tidak unduh tidak tahu ga pakai coba kali kredit nilai emg bagus tidak unduh aplikasi
"['aplikasi', 'tidak_jelas', 'cuma', 'gara', 'terlambat', 'bayar', 'tagih', 'dan', 'itu', 'pun', 'cuma', 'terlambat', 'hari', 'akun', 'langsung', 'tidak_bisa', 'pakai', 'untuk', 'semua', 'transaksi', 'dan', 'solusi', 'dari', 'kredivo', 'pun', 'juga', 'tidak_jelas', 'lebih', 'tepat', 'nya', 'tidak_ada', 'solusi', 'dari', 'mereka', 'yang', 'kata', 'harus', 'coba', 'lagi', 'dalam', 'jam', 'depan', 'pas', 'di', 'coba', 'tetap', 'saja', 'tidak_mau', 'transaksi', 'pokok', 'aplikasi', 'kredivo', 'ini', 'sangat', 'jelek', 'tidak_ada', 'bagus', 'nya', 'tapi', 'coba', 'kalau', 'kita', 'terlambat', 'bayar', 'mereka', 'nelp', 'bisa', 'sampai', 'dalam', 'hari', 'saran', 'saya', 'tidak_ush', 'pakai', 'aplikasi', 'ini']",aplikasi tidak jelas gara terlambat bayar tagih terlambat akun langsung tidak bisa pakai transaksi solusi kredivo tidak jelas nya tidak ada solusi coba jam pas coba tidak mau transaksi pokok aplikasi kredivo jelek tidak ada bagus nya coba terlambat bayar nelp saran tidak ush pakai aplikasi
"['mudah', 'saat', 'belanja', 'saat', 'di', 'butuh', 'bisa', 'sangat', 'bantu', 'kalau', 'bisa', 'bunga', 'pinjam', 'rangin', 'lagi', 'dong', 'tidak_terlalu', 'besar', 'bunga', 'terima kasih']",mudah belanja butuh bantu bunga pinjam rangin tidak terlalu bunga terima kasih
"['kecewa', 'banget', 'dengan', 'kredivo', 'telah', 'lunas', 'tapi', 'tidak_bisa', 'pinjam', 'lagi', 'dan', 'uang', 'saya', 'kecantol', 'lebih', 'ribu', 'di', 'kredivo', 'ketika', 'waktu', 'bayar', 'kecewa', 'boss', 'padahal', 'bayar', 'saya', 'tidak_pernah', 'terlambat', 'sama', 'sekali']",kecewa banget kredivo lunas tidak bisa pinjam uang kecantol ribu kredivo bayar kecewa boss bayar tidak pernah terlambat
"['transaksi', 'qris', 'status', 'sudah', 'hasil', 'tapi', 'di', 'toko', 'nya', 'gamasuk', 'jadi', 'tidak bisa', 'ambil', 'bagaimana', 'ini', 'nyangkut', 'begini']",transaksi qris status hasil toko nya gamasuk tidak bisa ambil nyangkut
"['baik', 'dan', 'cepat']",cepat
"['terima', 'kasih', 'kredivo', 'cair', 'cepat', 'tapi', 'sangat', 'sayang', 'kan', 'saat', 'mau', 'aju', 'lagi', 'tidak_bisa', 'karena', 'aman', 'moga', 'lebih', 'di', 'meningkatkan', 'seperti', 'aplikasi', 'orange']",terima kasih kredivo cair cepat sayang aju tidak bisa aman moga meningkatkan aplikasi orange
"['lama', 'lama', 'kredivo', 'aplikasi', 'jadi', 'aplikasi', 'tolol', 'ktanya', 'dana', 'yang', 'di', 'pinjam', 'itu', 'maximal', '', 'dari', 'limit', 'sudah', 'di', 'hitung', '', 'dari', 'limit', 'yang', 'sedia', 'dan', 'laku', 'pinjam', 'tapi', 'di', 'tolak', 'juga', 'dasar', 'aplikasi', 'lolol', 'saya', 'bayar', 'tiap', 'bulan', 'tidak', 'pernah', 'terlambat', 'bahkan', 'bayar', 'bulan', 'sekaligus', 'saya', 'lunas', 'anda', 'dan', 'aplikasi', 'tidak', 'bisa', 'harga', 'kreditur', 'yang', 'baik', 'dlm', 'bayar', 'dasar', 'aplikasi', 'kotoran']",kredivo aplikasi aplikasi tolol ktanya dana pinjam maximal  limit hitung  limit sedia laku pinjam tolak dasar aplikasi lolol bayar terlambat bayar lunas aplikasi harga kreditur dlm bayar dasar aplikasi kotoran
"['kredivo', 'aplikasi', 'sampah', 'ini', 'alam', 'saya', 'jatoh', 'tempo', 'masih', 'bulan', 'lagi', 'tagih', 'kredifaz', 'saya', 'bayar', 'dengan', 'harap', 'mau', 'pinjam', 'lagi', 'telah', 'saya', 'bayar', 'yang', 'belum', 'jatuh', 'tempo', 'saya', 'aju', 'lagi', 'kredfaz', 'tolak', 'kesel', 'saya', 'dan', 'marah', 'suruh', 'hubung', 'sana', 'sani', 'akhir', 'iya', 'bodoh', 'ini', 'aplikasi', 'sudah', 'riba', 'tapi', 'tambah', 'susah', 'orang', 'busuk', 'kalian', 'nanti', 'neraka', 'kata', 'merah', 'jika', 'merah', 'kata', 'putih', 'jika', 'putih', 'walau', 'sengak', 'di', 'dengar', 'itu', 'kata', 'nabi', 'saya']",kredivo aplikasi sampah alam jatoh tempo tagih kredifaz bayar harap pinjam bayar jatuh tempo aju kredfaz tolak kesel marah suruh hubung sani iya bodoh aplikasi riba susah orang busuk neraka merah merah putih putih sengak dengar nabi
"['sayaa', 'baru', 'coba', 'aplikasi', 'kredivo', 'kenapa', 'akun', 'saya', 'mas', 'ada', 'tagih', 'sementara', 'saya', 'sudah', 'bayar', 'tepat', 'pada', 'hari', 'tapi', 'mas', 'saja', 'ada', 'tagih', 'yang', 'awal', 'tidak_ada', 'denda', 'bahkan', 'sekarang', 'ada', 'denda', 'saya', 'sudah', 'hubung', 'cs', 'melalui', 'langsung', 'pesan', 'dan', 'email', 'tapi', 'tidak_pernah', 'dpat', 'respon', 'biar', 'apa', 'kayak', 'gitu', 'mau', 'ngerugiin', 'masyrakat']",sayaa coba aplikasi kredivo akun mas tagih bayar mas tagih tidak ada denda denda hubung cs langsung pesan email tidak pernah dpat respon biar kayak gitu ngerugiin masyrakat
"['kredivo', 'buat', 'sulit', 'jadi', 'mudah', 'tapi', 'sistem', 'saja', 'yang', 'di', 'rasa', 'kurang', 'enak', 'di', 'karena', 'sering', 'kali', 'jadi', 'gagal', 'transaksi', 'untuk', 'itu', 'saran', 'untuk', 'developer', 'kembang', 'aplikasi', 'ini', 'agar', 'benah', 'salah', 'pada', 'saat', 'transaksi', 'padahal', 'kita', 'bagai', 'guna', 'sudah', 'dengan', 'benar', 'ikut', 'atur', 'yang', 'di', 'buat', 'untuk', 'semua', 'layan', 'memang', 'bagus', 'dan', 'sangat', 'bantu', 'untuk', 'hal', 'dalam', 'pinjam', 'atau', 'lanja']",kredivo sulit mudah sistem enak kali gagal transaksi saran developer kembang aplikasi benah salah transaksi atur layan bagus bantu pinjam lanja
"['sangat', 'pntas', 'beri', 'bintang', 'apa', 'lagi', 'bisa', 'cicil', 'sampai', 'bulan', 'kredivo', 'sngat', 'paham', 'konsumen', 'pokok', 'selalu', 'hati']",pntas bintang cicil kredivo sngat paham konsumen pokok hati
"['selamat', 'pagi', 'kredivo', 'saya', 'sudah', 'bayar', 'terus', 'akun', 'tiba', 'tidak_bisa', 'di', 'guna', 'padahal', 'saya', 'tidak_ada', 'tunggak', 'atau', 'terlambat', 'bayar', 'tiap', 'aju', 'meningkatkan', 'akun', 'selalu', 'di', 'tolak', 'kenapa', 'sistem', 'ny', 'seperti', 'itu', 'iya', 'kalau', 'depan', 'nya', 'akun', 'tetap', 'tidak_bisa', 'guna', 'transaksi', 'maka', 'akun', 'akan', 'saya', 'hapus', 'saja']",selamat pagi kredivo bayar akun tidak bisa tidak ada tunggak terlambat bayar aju meningkatkan akun tolak sistem iya nya akun tidak bisa transaksi akun hapus
[],
"['saling', 'dukung', 'dan', 'sukses', 'selalu', 'moga', 'bayar', 'tagih', 'ku', 'lancar', 'belum', 'tempo', 'lunas', 'bismillah', 'cair', 'terus', 'putar', 'jelas', 'saling', 'hasil', 'terima kasih', 'kredivo', 'atas', 'erti', 'lama', 'ini']",dukung sukses moga bayar tagih ku lancar tempo lunas bismillah cair putar hasil terima kasih kredivo erti
"['cepat', 'proses']",cepat proses
['baik'],
"['sangat', 'bati']",bati
"['pertama', 'kali', 'guna', 'aplikasi', 'pinjam', 'kredivo', 'nyata', 'benar', 'benar', 'bagus', 'bunga', 'rendah', 'dan', 'untuk', 'aju', 'tidak_pakai', 'ribet', 'yang', 'paling', 'aku', 'suka', 'tuh', 'belanja', 'online', 'pun', 'jadi', 'nyaman', 'pokok', 'terima kasih', 'kredivo', 'sukses', 'terus', 'dan', 'makin', 'tingkat', 'iya', 'aplikasi']",kali aplikasi pinjam kredivo nyata bagus bunga rendah aju tidak pakai ribet suka tuh belanja online nyaman pokok terima kasih kredivo sukses tingkat iya aplikasi
"['sangat', 'bantu']",bantu
"['lawak', 'banget', 'iya', 'sistem', 'aplikasi', 'ini', 'limit', 'jt', 'akun', 'premium', 'di', 'pakai', 'qris', 'gk', 'bisa', 'topup', 'juga', 'gk', 'bisa', 'dompet', 'digital', 'gk', 'bisa', 'pulsa', 'gk', 'bisa', 'di', 'tolak', 'dengan', 'alas', 'jaga', 'aman', 'akun', 'untuk', 'apa', 'password', 'terus', 'tahu', 'tahu', 'limit', 'turun', 'tanpa', 'pakai', 'gk', 'waras', 'sistem', 'ini', 'aplikasi']",lawak banget iya sistem aplikasi limit jt akun premium pakai qris gk topup gk dompet digital gk pulsa gk tolak alas jaga aman akun password limit turun pakai gk waras sistem aplikasi
"['parah', 'kata', 'blokir', 'sementara', 'eh', 'buka', 'lagi', 'bahkan', 'blokir', 'permanen', 'aplikasi', 'jelas', 'tidak_nya', 'mudah', 'bahkan', 'nyusahin', 'bayar', 'benar', 'jawab', 'ada', 'indikasi', 'udh', 'lama', 'pakai', 'bahkan', 'kayak', 'gitu']",parah blokir eh buka blokir permanen aplikasi tidak nya mudah nyusahin bayar indikasi udh pakai kayak gitu
